K,cluster,rank,distance_to_centroid,question_id,title,clean_text
8,0,1,1.374154,12692641,Python OR'ing arrays together,python or'ing arrays together is there an easier way of doing: to get
8,0,2,1.3747263,23975202,Python: Convince Decimal to not use the E notation,python: convince decimal to not use the e notation how can i get rid of this rewriting?
8,0,3,1.3810412,15675667,column matrix representation in python,column matrix representation in python how can i represent a column matrix and row matrix in python? and
8,0,4,1.4931285,1970680,Integer overflow in numpy arrays,integer overflow in numpy arrays with this code i get this answer. why do i get negative values?
8,0,5,1.4984921,19738465,"Python satellite tracking with Orbitron, pyephem- positions not matching","python satellite tracking with orbitron, pyephem- positions not matching in reading tle and calculating the orbit of satellites, does pyephem regard the earth as the sphere or as the ellipse ?"
8,0,6,1.5105299,22878113,Gray rank algorithm implementation in python,gray rank algorithm implementation in python how can i implement the following algorithm in python: ( source )
8,0,7,1.5345062,1544948,python numpy savetxt,python numpy savetxt can someone indicate what i am doing wrong here? the output is:
8,0,8,1.5491837,22507707,Finding largest eigenvalue in sparse matrix,finding largest eigenvalue in sparse matrix i'm using numpy and scipy. i have a large sparse matrix and i want to find the largest eigenvalue of the sparse matrix. how can i do that?
8,0,9,1.5832746,29359564,How to find indices of the leaf nodes X is mapped to in GBRT estimators (Python)?,how to find indices of the leaf nodes x is mapped to in gbrt estimators (python)? there's the function in random forests implemented in sklearn - is there an equivalent for gbrt? edited: gives:
8,0,10,1.5951948,21923120,How do I multiply a numpy array by a numpy matrix?,"how do i multiply a numpy array by a numpy matrix? i have a matrix : i have vector , numpy.array(73543, -36772, 36772) how do i multiply the array by the matrix correctly in python? thanks, chris"
8,1,1,1.1309562,1913613,xml.dom.minidom python issue,xml.dom.minidom python issue gives the following error:
8,1,2,1.227055,697594,How to integrate BIRT with Python,how to integrate birt with python has anyone ever tried that?
8,1,3,1.3139807,10113270,python string list to list ast.listeral_eval,python string list to list ast.listeral_eval how to fix?
8,1,4,1.3745487,32940708,How could I fetch the string in the brackets,how could i fetch the string in the brackets i tried but i got no luck
8,1,5,1.3753147,21221257,functools.partial and generators,functools.partial and generators i am trying do the following: what wrong there?
8,1,6,1.4556018,34275053,Python 3. Extract data from json,python 3. extract data from json how to extract 41677? my json: my code:
8,1,7,1.4573342,13595674,How to write Python ElemenTree as XML File?,how to write python elementree as xml file? my code how can i write this as some ?
8,1,8,1.4589721,2081281,How to conduct buffer overflow in PHP/Python?,how to conduct buffer overflow in php/python? here is an example in c:
8,1,9,1.4704952,10908877,Extracting a zipfile to memory?,extracting a zipfile to memory? how do i extract a zip to memory? my attempt (returning on ):
8,1,10,1.471993,1554362,reading midi input,reading midi input is there a module to read midi input (live) with python?
8,2,1,1.1228983,3730616,Error Importing Graphics Python,error importing graphics python i'm typing at the console and i get this error
8,2,2,1.1971109,8983019,Unable to install gdata python library client,unable to install gdata python library client
8,2,3,1.2777339,1983332,"i can't found '_weakref.py',where is '_weakref.py'","i can't found '_weakref.py',where is '_weakref.py'"
8,2,4,1.3932753,31411357,Boilerpipe import error in python,boilerpipe import error in python i have successfully installed boilerpipe and jpype in python but getting error while importing boilerpipe how can i solve this issue? thanks in advance
8,2,5,1.4276338,33698318,"Anaconda changes environment for python, but not ipython","anaconda changes environment for python, but not ipython in short: how do i set the environment for ipython with conda?"
8,2,6,1.4463103,34737206,How to launch a Window's shortcut using Python,"how to launch a window's shortcut using python i want to launch a shortcut named located at . i have tryed using:- but it failed, it only launches exe files."
8,2,7,1.4574128,16192346,Python how to import urlib?,"python how to import urlib? i'm using python from the command line, with a fresh installation of mint linux 14. what must i do to make this work?"
8,2,8,1.477309,10985157,"getting Ant build error: Cannot run program ""python""","getting ant build error: cannot run program ""python"" this is the build file: and the output:"
8,2,9,1.4775919,22925096,django and mysql_config error,django and mysql_config error i tried to install mysql module with and i got this:
8,2,10,1.4854338,22905129,"rpy2, R and ubuntu 12.04 - Invalid substring -fopenmp","rpy2, r and ubuntu 12.04 - invalid substring -fopenmp whats tbe delio with isntalling rpy2 on ubuntu 12.04?"
8,3,1,1.2351667,28792202,Identity of class methods,"identity of class methods given the class: why does evaluate to , while this is ?"
8,3,2,1.2691044,6194736,How do I translate this to Python?,how do i translate this to python? this is ruby. what's the equivalent in python?
8,3,3,1.3079212,37416600,python - Lambda Replace,python - lambda replace what other approach can i use instead of 'lambda'
8,3,4,1.314272,33629782,How to define __contains__ in a Python class,how to define __contains__ in a python class how to write to enable: and return or .
8,3,5,1.3331544,3153112,Expose __main__,expose __main__ is this legal in python?. seems to work ... thanks output
8,3,6,1.335497,2137539,How to invoke a method that has been discovered through inspect.getmembers?,how to invoke a method that has been discovered through inspect.getmembers?
8,3,7,1.3890254,6722162,"How do I properly subclass a ""dict""?","how do i properly subclass a ""dict""? how do i write the constructor so that it sets the key ' ' to ' '."
8,3,8,1.3964324,9125997,How to call subclass methods in a superclass in Python,how to call subclass methods in a superclass in python i want to know how to call subclass methods in the superclass.
8,3,9,1.397611,8686225,Pythonic way to pass keyword arguments on conditional,pythonic way to pass keyword arguments on conditional is there a more pythonic way to do this?
8,3,10,1.3995701,23281782,how to get functions stored inside of a property in Python?,"how to get functions stored inside of a property in python? suppose how would i get and , given ?"
8,4,1,1.368571,2445823,"In Django, what is a one-to-one relationship?","in django, what is a one-to-one relationship? i've always been using foreignkeys."
8,4,2,1.4246974,14260601,How to select radio buttons and submit a form,"how to select radio buttons and submit a form this is the html: this is the code i have, and it is not working:"
8,4,3,1.4624311,5761208,Is this iteration necessary?,is this iteration necessary? hi my usage of get_serving_url is serverside now i wonder if this can be done in template instead of iterating serverside?
8,4,4,1.4628137,2577252,what is the 'extra' mean in this django code,"what is the 'extra' mean in this django code i don't know this mean, thanks"
8,4,5,1.465305,38892192,what is the best pratice of nested dict for mongoengine ODM?,what is the best pratice of nested dict for mongoengine odm? i have some data like this in my mongodb: how to i modeling it with mongoengine odm?
8,4,6,1.4805418,4170031,"How do you do a ""hidden"" field in Django's forms.Form models?","how do you do a ""hidden"" field in django's forms.form models? how do you make this hidden?"
8,4,7,1.5436921,33437134,flask python update operation,flask python update operation i update collection in mongo db . but cant find matches. this is my code.
8,4,8,1.5464425,1727429,Implement OpenID in Python,implement openid in python how should i implement openid in python using the openid api?
8,4,9,1.5486453,27578027,Adding columns with django ORM,adding columns with django orm how would i do the following in the django orm: the equivalent of:
8,4,10,1.565747,39926533,Deleting a nested object,deleting a nested object how do i delete a specific translation given the following serializer structure:
8,5,1,1.2281792,15606138,Remove punctuation from a list of list of strings in python,remove punctuation from a list of list of strings in python lets say i have a i want it to produce
8,5,2,1.2653308,32699740,Python Concatenate two dictionaries,"python concatenate two dictionaries i have two dictionaries, i would like to concatenate these to produce, how is this achieved?"
8,5,3,1.327065,14554178,Python reversing nested dictionaries,python reversing nested dictionaries i want to take a nested dictionary and reverse the values for example what i have:
8,5,4,1.3439344,28302556,Split a string using Python,split a string using python my string is i want to split the string into: i tried this steps:
8,5,5,1.4049757,13169535,Another Nesting List comprehension?,"another nesting list comprehension? in python, suppose i want to turn this list: into: thanks"
8,5,6,1.4290429,13844158,Sort week day texts,"sort week day texts i have list as list, i want to make it as . how to sort this?"
8,5,7,1.4314936,4644025,Python how to sort this list?,"python how to sort this list? i want to sort by the first value, descending order."
8,5,8,1.4476453,37055549,How to split the below string in python as below?,how to split the below string in python as below? string examples --> expected output
8,5,9,1.4705123,6649096,Detect numbers in string,detect numbers in string there a cleaner way of detecting numbers in a string in python?
8,5,10,1.4900835,5513615,Add 'decimal-mark' thousands separators to a number,add 'decimal-mark' thousands separators to a number how do i format to in python? where the '.' is the decimal-mark thousands separator.
8,6,1,1.2696003,30677288,Threading [Python/Threading],threading [python/threading] [edit] question has been completed.
8,6,2,1.3867751,113007,Writing to the windows logs in Python,writing to the windows logs in python is it possible to write to the windows logs in python?
8,6,3,1.4789594,92928,time.sleep -- sleeps thread or process?,"time.sleep -- sleeps thread or process? in python for the *nix, does block the thread or the process?"
8,6,4,1.5722167,1111356,Is there anything like HTTP::Recorder for Python?,is there anything like http::recorder for python? i really like perl's http::recorder . is there something like it for python?
8,6,5,1.6331245,7427898,How to start external program from Python script in the foreground?,how to start external program from python script in the foreground? or both start notepad in the background. how to start it in the foreground?
8,6,6,1.6418003,36098619,Quagga routers with ospf emulated in mininext: Ping failing randomly,quagga routers with ospf emulated in mininext: ping failing randomly i am using mininext to run emulate quagga routers which are running ospf. but the pingall command fails randomly. any ideas?
8,6,7,1.6517556,1189253,How do I resolve an SRV record in Python?,how do i resolve an srv record in python? something which doesn't rely on native libraries would be better.
8,6,8,1.6634856,1423345,Can I run a Python script as a service?,can i run a python script as a service? is it possible to run a python script as a background service on a webserver? i want to do this for socket communication.
8,6,9,1.716598,45500,Wacom tablet Python interface,wacom tablet python interface if possible i want to catch pressure sensitive input from a wacom tablet in python. are there any python libraries available that can do this?
8,6,10,1.7181089,28008622,What is the build process for setuptools?,what is the build process for setuptools? execution of goes through two prominent stages: what does actually happen behind-the-scenes in the stages above?
8,7,1,1.1245162,30907851,how to attatch scrollbar to dropdown list in tkinter?,how to attatch scrollbar to dropdown list in tkinter?
8,7,2,1.306495,4117038,anyone knows why my program is not giving result?,anyone knows why my program is not giving result?
8,7,3,1.3532435,27599654,"what is the meaning of this python code: <L in struct.pack(""<L"",self.src)",what is the meaning of this python code: my problem is to understand the meaning of: in this python code:
8,7,4,1.3675402,5306756,how to show Percentage in python,how to show percentage in python this is my code: and it show : but i want get what can i do.
8,7,5,1.403623,1959744,Python list problem,python list problem python: i expect that this code should print but it prints
8,7,6,1.4476254,17887594,Python statement giving unexpected answer,"python statement giving unexpected answer prints , while prints . any guess why?"
8,7,7,1.4539763,34895668,Spyder shortcuts changing doesn't work,spyder shortcuts changing doesn't work i tried to change two shortcuts:
8,7,8,1.483101,17593972,What is the meaning of print()[] in Python?,"what is the meaning of print()[] in python? while browsing codegolf, i found this : i don't understand what the [] means after print()... any clarification ?"
8,7,9,1.5003526,32929910,Does anyone know to make this a single line statement? (python),does anyone know to make this a single line statement? (python)
8,7,10,1.5128708,25299624,QGraphicsRectItem move QGraphicsScene,"qgraphicsrectitem move qgraphicsscene this code draw a rectangle on the scene. when i move it, it does not move the cursor, and jumping somewhere. what am i doing wrong?"
