question_id,cluster
28086865,3
39663117,0
37259168,3
22412231,1
25090735,4
25279059,2
22719224,4
7549662,3
28233633,4
40091963,0
1366274,2
1751959,2
11596423,4
23042962,1
4638806,0
4585692,1
39397720,2
35880247,2
32969757,4
2323080,4
32535816,3
20383151,1
3610071,3
13596408,2
39970303,1
38164587,2
19094441,0
26077231,4
39066567,0
27462337,0
22865573,4
22739592,4
23785155,1
39231607,1
39518350,2
25571861,1
31614866,0
15745418,4
15900883,4
32023183,2
39549494,2
38895185,4
35792905,2
17717282,1
11040626,0
36747114,1
3695202,0
29552575,2
21058514,1
33769143,3
6239042,4
13144158,2
34278866,3
26080958,2
5834054,2
25705544,3
27542341,3
38316294,2
20110006,0
33127008,3
18596189,3
2483840,1
20803932,1
4848965,0
27056575,3
8701419,3
4690155,1
26673267,4
32463870,3
36908926,3
19472499,4
38780122,2
37015876,4
12030085,1
29859761,3
33753832,1
4676973,0
39111903,0
27177212,4
22108306,3
38792077,4
32589767,1
3402694,1
35942081,1
26753268,0
26487648,2
19338748,1
19111047,2
13980656,3
30849351,3
33655933,4
13163895,4
13356680,3
16991754,2
18380766,3
5522524,2
39521924,4
36795424,0
19665125,3
33792478,2
4054254,1
25109001,0
2631311,0
843277,1
38879470,3
32906669,2
23873048,3
31350589,1
37730751,4
11816236,4
11376381,0
36053881,3
13336798,1
20298058,2
3068408,4
21465348,0
37066402,4
34394344,2
36447378,2
5075335,1
36507334,4
25709818,0
35046142,3
38591938,3
37390827,2
32683412,0
34880137,3
27434689,3
34708972,4
7765113,4
37864425,3
6107905,2
39978375,1
4968210,4
25462305,3
35641116,3
36816386,3
34683400,0
36820171,4
26005274,3
38477881,2
10639333,3
25387745,1
40113343,3
29080279,2
26615756,4
6655724,1
38876562,2
33592626,2
29144956,4
23970227,1
5531249,3
35224978,1
6650906,1
24037441,1
12311196,1
1056675,2
24020720,3
14319771,4
5289680,4
19919987,2
22127346,4
22983523,0
10587826,4
29581718,0
21897420,2
24419845,1
28624489,4
1693945,0
17124199,2
21397455,1
16494824,4
21436163,4
18896682,4
17621531,2
36534795,0
34381588,0
31538738,4
36813851,0
17173743,3
17327389,0
39341571,3
18968660,0
12485148,1
32705146,3
9584565,3
39331369,4
16059073,2
31253866,2
24743446,2
2465675,4
4713589,2
19216046,3
13369009,0
37541248,2
36518512,4
29408529,4
23617898,2
40006924,1
39394936,4
34352419,3
22731782,3
19484161,4
18352815,4
4255854,4
4717238,1
38704586,2
33572928,0
35846053,3
38343972,0
39396222,4
3842927,0
15966537,0
23154821,3
23580176,2
3489451,0
34052977,3
8358781,2
5566160,2
9952655,4
5258402,2
35822563,4
11601629,3
7184454,2
23779995,4
18767257,2
10292057,2
9193773,2
15194061,3
33452601,3
13664861,0
29922373,1
28410763,4
35006204,0
11017984,0
10459673,3
36854690,4
20129259,1
21434728,0
18667053,4
39448604,3
9852226,1
34452680,4
18821795,2
10903748,0
25375057,3
32723802,0
16044668,4
26770121,2
15661231,3
21403044,0
18946286,2
35625488,2
36301179,1
23963369,0
21047921,3
28677597,3
16597396,1
19430190,3
28085788,0
16664360,4
8973238,1
38343213,4
16329869,0
14621310,4
27524817,0
29029077,4
8573464,2
28930706,4
18486244,0
28384690,1
3905548,2
18689026,0
36689898,0
5513615,3
14902299,4
38579256,3
6871686,0
10424987,3
33492593,0
27440989,2
2193009,4
31419145,2
30025502,3
15265319,4
38289432,4
36697521,0
38038700,3
35440222,2
31400143,0
9014056,3
27118886,2
40027392,1
32078763,3
25064271,4
19833315,1
17202946,1
1258199,0
21705101,1
29832659,0
16816379,3
20202639,1
822195,3
