question_id,cluster
28086865,1
39663117,6
37259168,2
22412231,5
25090735,4
25279059,0
22719224,4
7549662,1
28233633,4
40091963,2
1366274,0
1751959,0
11596423,4
23042962,1
4638806,6
4585692,3
39397720,0
35880247,0
32969757,4
2323080,4
32535816,2
20383151,3
3610071,1
13596408,0
39970303,1
38164587,5
19094441,6
26077231,5
39066567,6
27462337,6
22865573,1
22739592,5
23785155,3
39231607,3
39518350,0
25571861,3
31614866,2
15745418,5
15900883,4
32023183,0
39549494,0
38895185,4
35792905,0
17717282,1
11040626,2
36747114,1
3695202,6
29552575,6
21058514,1
33769143,5
6239042,4
13144158,0
34278866,2
26080958,0
5834054,5
25705544,2
27542341,2
38316294,5
20110006,6
33127008,5
18596189,1
2483840,3
20803932,1
4848965,6
27056575,2
8701419,2
4690155,3
26673267,4
32463870,1
36908926,2
19472499,4
38780122,0
37015876,3
12030085,3
29859761,1
33753832,3
4676973,1
39111903,6
27177212,4
22108306,2
38792077,4
32589767,1
3402694,3
35942081,3
26753268,6
26487648,0
19338748,3
19111047,0
13980656,2
30849351,2
33655933,4
13163895,4
13356680,2
16991754,5
18380766,2
5522524,5
39521924,4
36795424,6
19665125,5
33792478,0
4054254,3
25109001,6
2631311,6
843277,1
38879470,1
32906669,0
23873048,2
31350589,3
37730751,1
11816236,0
11376381,6
36053881,5
13336798,1
20298058,0
3068408,4
21465348,2
37066402,4
34394344,3
36447378,0
5075335,0
36507334,5
25709818,6
35046142,5
38591938,2
37390827,0
32683412,6
34880137,2
27434689,1
34708972,5
7765113,4
37864425,2
6107905,0
39978375,1
4968210,4
25462305,2
35641116,1
36816386,5
34683400,2
36820171,4
26005274,2
38477881,1
10639333,2
25387745,0
40113343,2
29080279,0
26615756,5
6655724,1
38876562,0
33592626,0
29144956,5
23970227,3
5531249,2
35224978,0
6650906,1
24037441,1
12311196,3
1056675,0
24020720,2
14319771,5
5289680,4
19919987,5
22127346,4
22983523,6
10587826,4
29581718,1
21897420,0
24419845,3
28624489,4
1693945,6
17124199,5
21397455,1
16494824,4
21436163,5
18896682,4
17621531,0
36534795,6
34381588,2
31538738,4
36813851,1
17173743,2
17327389,6
39341571,5
18968660,6
12485148,1
32705146,2
9584565,2
