K,cluster,rank,distance_to_centroid,question_id,title,clean_text
8,0,1,2.904768,27212153,Python Sorting a List of Namedtuples,python sorting a list of namedtuples i'm trying to sort this by and i have no clue where to start.
8,0,2,3.4231906,1640054,Multiple CouchDB Document fetch with couchdb-python,"multiple couchdb document fetch with couchdb-python how to fetch multiple documents from couchdb, in particular with couchdb-python?"
8,0,3,3.4437182,697594,How to integrate BIRT with Python,how to integrate birt with python has anyone ever tried that?
8,0,4,3.5293825,21704646,IndexError in numpy array,"indexerror in numpy array i have a code which looks like this however, it gives me the following error thank you, in advance."
8,0,5,3.9449732,3823599,Regular Expressions,regular expressions how would i extract the word 'wrestle' from the following: using a regular expression? thanks
8,0,6,3.9671655,22507707,Finding largest eigenvalue in sparse matrix,finding largest eigenvalue in sparse matrix i'm using numpy and scipy. i have a large sparse matrix and i want to find the largest eigenvalue of the sparse matrix. how can i do that?
8,0,7,4.0226836,13887537,Python TypeError unsupported operand type,"python typeerror unsupported operand type in python, , where is an integer and is of integers. i get this, ?? not sure, why ??"
8,0,8,4.024424,34895668,Spyder shortcuts changing doesn't work,spyder shortcuts changing doesn't work i tried to change two shortcuts:
8,0,9,4.0675254,13169535,Another Nesting List comprehension?,"another nesting list comprehension? in python, suppose i want to turn this list: into: thanks"
8,0,10,4.3406234,27447953,How to sort this list by the highest score?,how to sort this list by the highest score? i have this list how do i sort it so prints the highest number first like;
8,1,1,5.0198045,45500,Wacom tablet Python interface,wacom tablet python interface if possible i want to catch pressure sensitive input from a wacom tablet in python. are there any python libraries available that can do this?
8,1,2,5.1089687,4377038,CGI/Python server push,cgi/python server push is it possible to write a simple python script which handles real-time server pushing of data back to the client when data is available?
8,1,3,5.156072,20936693,AttributeError: VerifiedHTTPSConnection instance has no attribute '_tunnel_host',attributeerror: verifiedhttpsconnection instance has no attribute '_tunnel_host' when executing many commands eg. the following error occurs there seems to be an error with the connection
8,1,4,5.2047825,92928,time.sleep -- sleeps thread or process?,"time.sleep -- sleeps thread or process? in python for the *nix, does block the thread or the process?"
8,1,5,5.4754467,1423345,Can I run a Python script as a service?,can i run a python script as a service? is it possible to run a python script as a background service on a webserver? i want to do this for socket communication.
8,1,6,5.746702,30732102,python web.py connection refused,"python web.py connection refused i have this python script when i run the script on a free port i can see it with netstat or connect to it with telenet but when i try to connect via browser on localhost:port i get ""connection refused"" error. what is the problem?"
8,1,7,5.9586716,24936107,Delegate signal handling to a child process in python,delegate signal handling to a child process in python how can i run a command from a python script and delegate to it signals like ? i mean when i run e.g: i want to handle
8,1,8,6.124823,992169,Which reactor should i use for qt4?,which reactor should i use for qt4? i am using twisted and now i want to make some pretty ui using qt
8,1,9,6.138859,14015152,Python: Thread will not start,"python: thread will not start i have a class inheriting from . for some reason the thread does not want to start. here is my code: the code is running, it returns no errors, but for some reason it never reaches the part."
8,1,10,6.140197,3562441,Python Threading socket,"python threading socket i'm trying to implement a threading functionality for this answer : so far i have something like this: what i'm looking for, would be to open 255 thread to scan all hosts parsed with mycustomsocket() at once, for speed issues. any help would be greatly appreciated !"
8,2,1,3.902967,27152673,Django makemessages command throws error,django makemessages command throws error when i am trying to run makemessages command i get following errors: i use virtualenv with django 1.7 installed. any ideas?
8,2,2,3.9428105,4996085,Python CGEventTap Bus Error,python cgeventtap bus error i get a bus error whenever i run this python cgeventtap code: is there something obvious that i'm missing?
8,2,3,4.0160728,11687302,PyCharm not recognizing Python files,pycharm not recognizing python files my pycharm is no longer recognizing python files (attached screenshot) the interpreter path is correctly set.
8,2,4,4.0382314,37008080,Python Hive/hadoop connection error,python hive/hadoop connection error i am trying to use hive/hadoop using python. i am getting the following error. can someone tell me how to go about this?
8,2,5,4.074383,5178535,easy_install libmysqld-dev error :'NoneType' object has no attribute 'clone',"easy_install libmysqld-dev error :'nonetype' object has no attribute 'clone' this is the error : what can i do, thanks"
8,2,6,4.216122,7417128,Difference between 2 styles of closing file in Python,difference between 2 styles of closing file in python can somebody please explain the difference between the following? and
8,2,7,4.244196,28641553,Python PWD Module for Ruby,"python pwd module for ruby does anyone know if this exists? if not, does anyone know why? python's pwd module -"
8,2,8,4.419616,34013932,import tidy ImportError: No module named tidy,"import tidy importerror: no module named tidy tried installing pytidylib , but it did not work. any idea which is the correct package to get tidy?"
8,2,9,4.435343,1871549,Python: Determine if running inside virtualenv,python: determine if running inside virtualenv is it possible to determine if the current script is running inside a virtualenv environment?
8,2,10,4.45159,30720760,How to install scipy misc package,how to install scipy misc package i have installed (actually reinstalled) scipy: but the misc subpackage is apparently not included? what is the way to install the scipy.misc package?
8,3,1,2.360378,919056,Case insensitive replace,case insensitive replace what's the easiest way to do a case-insensitive string replacement in python?
