K,cluster,rank,distance_to_centroid,question_id,title,clean_text
6,0,1,2.9323874,27212153,Python Sorting a List of Namedtuples,python sorting a list of namedtuples i'm trying to sort this by and i have no clue where to start.
6,0,2,3.3385444,697594,How to integrate BIRT with Python,how to integrate birt with python has anyone ever tried that?
6,0,3,3.4367125,21704646,IndexError in numpy array,"indexerror in numpy array i have a code which looks like this however, it gives me the following error thank you, in advance."
6,0,4,3.5257263,1640054,Multiple CouchDB Document fetch with couchdb-python,"multiple couchdb document fetch with couchdb-python how to fetch multiple documents from couchdb, in particular with couchdb-python?"
6,0,5,3.846123,15316428,AttributeError: 'myThread' object has no attribute '_initialized',attributeerror: 'mythread' object has no attribute '_initialized' any idea why i get the following error when running the code below: code:
6,0,6,3.919679,13887537,Python TypeError unsupported operand type,"python typeerror unsupported operand type in python, , where is an integer and is of integers. i get this, ?? not sure, why ??"
6,0,7,3.9225798,34895668,Spyder shortcuts changing doesn't work,spyder shortcuts changing doesn't work i tried to change two shortcuts:
6,0,8,3.9268959,2824612,Handle iterable and non-iterable seamlessly,handle iterable and non-iterable seamlessly could you let me know how i can optimize the following code?
6,0,9,3.9577425,3823599,Regular Expressions,regular expressions how would i extract the word 'wrestle' from the following: using a regular expression? thanks
6,0,10,4.0392704,22507707,Finding largest eigenvalue in sparse matrix,finding largest eigenvalue in sparse matrix i'm using numpy and scipy. i have a large sparse matrix and i want to find the largest eigenvalue of the sparse matrix. how can i do that?
6,1,1,3.9182212,4996085,Python CGEventTap Bus Error,python cgeventtap bus error i get a bus error whenever i run this python cgeventtap code: is there something obvious that i'm missing?
6,1,2,3.9197428,27152673,Django makemessages command throws error,django makemessages command throws error when i am trying to run makemessages command i get following errors: i use virtualenv with django 1.7 installed. any ideas?
6,1,3,3.9811356,11687302,PyCharm not recognizing Python files,pycharm not recognizing python files my pycharm is no longer recognizing python files (attached screenshot) the interpreter path is correctly set.
6,1,4,4.0169034,37008080,Python Hive/hadoop connection error,python hive/hadoop connection error i am trying to use hive/hadoop using python. i am getting the following error. can someone tell me how to go about this?
6,1,5,4.09369,5178535,easy_install libmysqld-dev error :'NoneType' object has no attribute 'clone',"easy_install libmysqld-dev error :'nonetype' object has no attribute 'clone' this is the error : what can i do, thanks"
6,1,6,4.1732574,7417128,Difference between 2 styles of closing file in Python,difference between 2 styles of closing file in python can somebody please explain the difference between the following? and
6,1,7,4.1944847,28641553,Python PWD Module for Ruby,"python pwd module for ruby does anyone know if this exists? if not, does anyone know why? python's pwd module -"
6,1,8,4.387436,1871549,Python: Determine if running inside virtualenv,python: determine if running inside virtualenv is it possible to determine if the current script is running inside a virtualenv environment?
6,1,9,4.4024835,34013932,import tidy ImportError: No module named tidy,"import tidy importerror: no module named tidy tried installing pytidylib , but it did not work. any idea which is the correct package to get tidy?"
6,1,10,4.4235735,30720760,How to install scipy misc package,how to install scipy misc package i have installed (actually reinstalled) scipy: but the misc subpackage is apparently not included? what is the way to install the scipy.misc package?
6,2,1,2.3387332,8983019,Unable to install gdata python library client,unable to install gdata python library client
6,2,2,2.3420894,919056,Case insensitive replace,case insensitive replace what's the easiest way to do a case-insensitive string replacement in python?
6,2,3,2.7235036,30907851,how to attatch scrollbar to dropdown list in tkinter?,how to attatch scrollbar to dropdown list in tkinter?
6,2,4,2.7361333,6194736,How do I translate this to Python?,how do i translate this to python? this is ruby. what's the equivalent in python?
6,2,5,2.8438966,32245625,Pandas: consolidating columns in DataFrame,pandas: consolidating columns in dataframe using the dataframe below as an example: how can i get
6,2,6,2.9005077,30677288,Threading [Python/Threading],threading [python/threading] [edit] question has been completed.
6,2,7,2.9628346,15606138,Remove punctuation from a list of list of strings in python,remove punctuation from a list of list of strings in python lets say i have a i want it to produce
6,2,8,2.990765,22905129,"rpy2, R and ubuntu 12.04 - Invalid substring -fopenmp","rpy2, r and ubuntu 12.04 - invalid substring -fopenmp whats tbe delio with isntalling rpy2 on ubuntu 12.04?"
6,2,9,3.0208867,8686225,Pythonic way to pass keyword arguments on conditional,pythonic way to pass keyword arguments on conditional is there a more pythonic way to do this?
6,2,10,3.0248537,3887381,TypeError: 'NoneType' object is not iterable in Python,typeerror: 'nonetype' object is not iterable in python what does error mean? i am getting it on this python code:
6,3,1,4.10948,32983085,DJANGO -ImportError: No module named pagination,"django -importerror: no module named pagination i clone this fairybbs project . when runserver in console,error message appears as below:"
6,3,2,4.1423297,2445823,"In Django, what is a one-to-one relationship?","in django, what is a one-to-one relationship? i've always been using foreignkeys."
6,3,3,4.428792,22925096,django and mysql_config error,django and mysql_config error i tried to install mysql module with and i got this:
6,3,4,4.746227,19869123,Query in ManyToMany relation,query in manytomany relation i have two models with manytomany relation. here is the code: i'm trying to make a query to fetch related fields but it doesn't work what am i doing wrong?
6,3,5,4.924193,33328656,django type object Http404 has no attribute get,django type object http404 has no attribute get i have this code: while returning the http 404 i got this :
6,3,6,4.925986,17907109,error during syncdb django python,error during syncdb django python i am getting an error when i am trying to do a python manage.py syncdb. the error is as shown below any idea what could be the reason?
6,3,7,4.9916673,21483003,Replacing a character in Django template,replacing a character in django template i want to change to in the my page's meta description. this is what i tried this doesn't work. it still shows as
6,3,8,5.0811048,9440010,Display form on template,"display form on template i have this models : i have this form : in pass a supplier order form to a template in wich i have this code : the problem is that for supplier it display the supplier id, but i want the supplier name."
6,3,9,5.1311884,26850164,Django Placeholders,"django placeholders i want to insert placeholders for username, password and password2 inputs which are provided by this django module ""django.contrib.auth.models.user"""
6,3,10,5.158252,16800375,How can set two field primary key for my models in django,how can set two field primary key for my models in django i have a model like this: i want to migration and host both together be primary key.
6,4,1,4.0826144,40074315,"""TypeError: 'str' does not support the buffer interface"" when writing to a socket","""typeerror: 'str' does not support the buffer interface"" when writing to a socket the above python code is giving me this error:"
6,4,2,4.863599,4377038,CGI/Python server push,cgi/python server push is it possible to write a simple python script which handles real-time server pushing of data back to the client when data is available?
6,4,3,4.871178,45500,Wacom tablet Python interface,wacom tablet python interface if possible i want to catch pressure sensitive input from a wacom tablet in python. are there any python libraries available that can do this?
6,4,4,5.0081778,20936693,AttributeError: VerifiedHTTPSConnection instance has no attribute '_tunnel_host',attributeerror: verifiedhttpsconnection instance has no attribute '_tunnel_host' when executing many commands eg. the following error occurs there seems to be an error with the connection
6,4,5,5.23051,92928,time.sleep -- sleeps thread or process?,"time.sleep -- sleeps thread or process? in python for the *nix, does block the thread or the process?"
6,4,6,5.3555117,1423345,Can I run a Python script as a service?,can i run a python script as a service? is it possible to run a python script as a background service on a webserver? i want to do this for socket communication.
6,4,7,5.3861966,31576270,Elasticsearch Python client Reindex Timedout,"elasticsearch python client reindex timedout i'm trying to reindex using the elasticsearch python client, using . but i keep getting the following exception: the stacktrace of the error is is there anyway to prevent this exception besides increasing the timeout? edit: python code"
6,4,8,5.6708083,30732102,python web.py connection refused,"python web.py connection refused i have this python script when i run the script on a free port i can see it with netstat or connect to it with telenet but when i try to connect via browser on localhost:port i get ""connection refused"" error. what is the problem?"
6,4,9,5.7153344,2627715,What kind of client/server protocols python supports out of the box?,"what kind of client/server protocols python supports out of the box? without installing third party libraries, what kind of client/server protocols python supports out of the box ?"
6,4,10,5.7379827,1841730,How can urllib2 / httplib talk HTTP 1.1 for HTTPS connections via a Squid proxy?,"how can urllib2 / httplib talk http 1.1 for https connections via a squid proxy? when i use urllib2 to make a http 1.1 connection via a squid proxy, squid makes a new ongoing connection in http 1.0. how can i persuade squid to talk 1.1 to the destination server?"
6,5,1,4.466991,22732449,Categorical variable in Rpy2 (factor function),categorical variable in rpy2 (factor function) how can i do this in rpy2? mydata is a dataframe and rank is a varaible from 1 to 4
6,5,2,4.818503,19738465,"Python satellite tracking with Orbitron, pyephem- positions not matching","python satellite tracking with orbitron, pyephem- positions not matching in reading tle and calculating the orbit of satellites, does pyephem regard the earth as the sphere or as the ellipse ?"
6,5,3,5.0296745,37532410,How to visualize a SVM using Matplotlib in python?,how to visualize a svm using matplotlib in python? is there any way to visualize svm model in opencv using matplotlib in python like this one .
6,5,4,5.075711,33525279,Pyqtgraph: How do I plot an ellipse or a circle,pyqtgraph: how do i plot an ellipse or a circle i would like plot circles or ellipses in pyqtgraph gl.glviewwidget(). however i did not find a function to do that. anyone know the way to do that?
6,5,5,5.3112454,6019473,Save matplotlib plot in grayscale,save matplotlib plot in grayscale i have some color plots that i need to be saved in grayscale. is there an easy way to do this without changing the plotting formats?
6,5,6,5.375596,23577505,How to avoid overlapping of labels & autopct in a matplotlib pie chart?,"how to avoid overlapping of labels & autopct in a matplotlib pie chart? my python code is: is it possible to show the labels ""jan"", ""feb"", ""mar"", etc. and the percentages, either: without overlapping, or using an ?"
6,5,7,5.3943853,18902102,What is the equivalent of matlab's smooth3 function in python?,what is the equivalent of matlab's smooth3 function in python? i couldn't find an equivalent of matlab's smooth3 in python. how do you perform 3d smoothing in python?
6,5,8,5.412013,29437675,Python - binning,python - binning i'm generating a series of values and would like to bin them. i'd rather not use numpy or the like. is there something more pythonic than:
6,5,9,5.426076,20104874,Reindex sublevel of pandas dataframe multiindex,"reindex sublevel of pandas dataframe multiindex i have a time series dataframe and i would like to reindex it by trials and measurements. simplified, i have this: which i want to turn into this: how can i best do this?"
