K,cluster,rank,distance_to_centroid,question_id,title,clean_text
5,0,1,3.5679162,21615158,reshaping a data frame in pandas,reshaping a data frame in pandas is there a simple way in pandas to reshape the following data frame: to this format?:
5,0,2,4.434404,22732449,Categorical variable in Rpy2 (factor function),categorical variable in rpy2 (factor function) how can i do this in rpy2? mydata is a dataframe and rank is a varaible from 1 to 4
5,0,3,4.769078,4239205,Inverse of a matrix in SymPy?,"inverse of a matrix in sympy? i was wondering how to create a matrix and compute its inverse using sympy in python? for example, for this symbolic matrix thanks and regards!"
5,0,4,4.8116317,19738465,"Python satellite tracking with Orbitron, pyephem- positions not matching","python satellite tracking with orbitron, pyephem- positions not matching in reading tle and calculating the orbit of satellites, does pyephem regard the earth as the sphere or as the ellipse ?"
5,0,5,4.913854,35281691,scikit cosine_similarity vs pairwise_distances,"scikit cosine_similarity vs pairwise_distances what is the difference between scikit-learn's sklearn.metrics.pairwise.cosine_similarity and sklearn.metrics.pairwise.pairwise_distances(.. metric=""cosine"")? 0.37997836 0.62002164 why are these different?"
5,0,6,5.0050826,37532410,How to visualize a SVM using Matplotlib in python?,how to visualize a svm using matplotlib in python? is there any way to visualize svm model in opencv using matplotlib in python like this one .
5,0,7,5.0889235,33525279,Pyqtgraph: How do I plot an ellipse or a circle,pyqtgraph: how do i plot an ellipse or a circle i would like plot circles or ellipses in pyqtgraph gl.glviewwidget(). however i did not find a function to do that. anyone know the way to do that?
5,0,8,5.113643,38093965,Group by with min,group by with min i have a dataframe and i get the following: i want to group by and get the value minimum. i expect an output like this:
5,0,9,5.2846217,6019473,Save matplotlib plot in grayscale,save matplotlib plot in grayscale i have some color plots that i need to be saved in grayscale. is there an easy way to do this without changing the plotting formats?
5,0,10,5.3008327,39318232,np.cast in numpy results in incorrect result,np.cast in numpy results in incorrect result this use of np.cast: results in an incorrect value for pi: why did this happen?
5,1,1,3.8467398,14645466,Is it a good idea to define properties in Python interfaces?,is it a good idea to define properties in python interfaces? is it a good practice to define properties in an interface like this?
5,1,2,3.9077241,2824612,Handle iterable and non-iterable seamlessly,handle iterable and non-iterable seamlessly could you let me know how i can optimize the following code?
5,1,3,4.012522,40074315,"""TypeError: 'str' does not support the buffer interface"" when writing to a socket","""typeerror: 'str' does not support the buffer interface"" when writing to a socket the above python code is giving me this error:"
5,1,4,4.477303,38704037,What is the difference between Hypothesis Testing (Property Based Testing) and Mutation testing?,what is the difference between hypothesis testing (property based testing) and mutation testing? my context for this question is in python. hypothesis testing library: mutation testing library:
5,1,5,4.635457,11208645,Using AMQP with graphite 9.9,using amqp with graphite 9.9 i'm attempting to connect rabbitmq to graphite using amqp that is built into graphite. however when i uncomment the setting in i get:
5,1,6,4.7990584,28069953,How are pure virtual methods implemented in Python?,how are pure virtual methods implemented in python? i have not found how yet. meanwhile am currently using like this:
5,1,7,4.805955,10831075,"How to automate UI using python, pls any can share example","how to automate ui using python, pls any can share example i have a web application i need to automate ui design using python script"
5,1,8,4.8495545,45500,Wacom tablet Python interface,wacom tablet python interface if possible i want to catch pressure sensitive input from a wacom tablet in python. are there any python libraries available that can do this?
5,1,9,4.9985113,6165819,widget.setLayout(layout) vs layout = QLayout(widget),widget.setlayout(layout) vs layout = qlayout(widget) are and the same things? they look like the same. but may be i am missing something?
5,1,10,5.1660247,20936693,AttributeError: VerifiedHTTPSConnection instance has no attribute '_tunnel_host',attributeerror: verifiedhttpsconnection instance has no attribute '_tunnel_host' when executing many commands eg. the following error occurs there seems to be an error with the connection
5,2,1,4.0257287,32983085,DJANGO -ImportError: No module named pagination,"django -importerror: no module named pagination i clone this fairybbs project . when runserver in console,error message appears as below:"
5,2,2,4.178837,2445823,"In Django, what is a one-to-one relationship?","in django, what is a one-to-one relationship? i've always been using foreignkeys."
5,2,3,4.4292736,22925096,django and mysql_config error,django and mysql_config error i tried to install mysql module with and i got this:
5,2,4,4.622252,4170031,"How do you do a ""hidden"" field in Django's forms.Form models?","how do you do a ""hidden"" field in django's forms.form models? how do you make this hidden?"
5,2,5,4.6595936,19869123,Query in ManyToMany relation,query in manytomany relation i have two models with manytomany relation. here is the code: i'm trying to make a query to fetch related fields but it doesn't work what am i doing wrong?
5,2,6,4.8264775,17633734,Django model column,django model column how i can make a model field to return a default value from function?
5,2,7,4.8416905,16694298,mongodb keyerror even though field exists,mongodb keyerror even though field exists i have a mongodb collection friends and i run the code i get: but if i do: i get the error:
5,2,8,4.870656,33328656,django type object Http404 has no attribute get,django type object http404 has no attribute get i have this code: while returning the http 404 i got this :
