K,cluster,rank,distance_to_centroid,question_id,title,clean_text
9,0,1,2.8983917,27212153,Python Sorting a List of Namedtuples,python sorting a list of namedtuples i'm trying to sort this by and i have no clue where to start.
9,0,2,3.3771493,697594,How to integrate BIRT with Python,how to integrate birt with python has anyone ever tried that?
9,0,3,3.3963075,1640054,Multiple CouchDB Document fetch with couchdb-python,"multiple couchdb document fetch with couchdb-python how to fetch multiple documents from couchdb, in particular with couchdb-python?"
9,0,4,3.4565375,21704646,IndexError in numpy array,"indexerror in numpy array i have a code which looks like this however, it gives me the following error thank you, in advance."
9,0,5,3.893995,3823599,Regular Expressions,regular expressions how would i extract the word 'wrestle' from the following: using a regular expression? thanks
9,0,6,3.9124992,22507707,Finding largest eigenvalue in sparse matrix,finding largest eigenvalue in sparse matrix i'm using numpy and scipy. i have a large sparse matrix and i want to find the largest eigenvalue of the sparse matrix. how can i do that?
9,0,7,3.9680882,13887537,Python TypeError unsupported operand type,"python typeerror unsupported operand type in python, , where is an integer and is of integers. i get this, ?? not sure, why ??"
9,0,8,4.0160627,13169535,Another Nesting List comprehension?,"another nesting list comprehension? in python, suppose i want to turn this list: into: thanks"
9,0,9,4.0161724,34895668,Spyder shortcuts changing doesn't work,spyder shortcuts changing doesn't work i tried to change two shortcuts:
9,0,10,4.045381,2824612,Handle iterable and non-iterable seamlessly,handle iterable and non-iterable seamlessly could you let me know how i can optimize the following code?
9,1,1,3.3699272,25718961,How can I get permanent URL of file uploaded on rackspace using python pyrax,how can i get permanent url of file uploaded on rackspace using python pyrax i am able to to upload image successfully. my code is:
9,1,2,3.5511885,35817605,Web scraping through cloudflare sites,web scraping through cloudflare sites is it possible to scrape websites through cloudflare protection? how can i bypass cloudflare using beautifulsoup?
9,1,3,4.57131,1111356,Is there anything like HTTP::Recorder for Python?,is there anything like http::recorder for python? i really like perl's http::recorder . is there something like it for python?
9,1,4,4.640669,9134491,Access Gmail Imap with OAuth 2.0 Access token,"access gmail imap with oauth 2.0 access token i am using google's oauth 2.0 to get the user's access_token, but i dont know how to use it with imaplib to access inbox."
9,1,5,4.7300024,33139230,Scrapy Spider cannot Extract contents of web page using xpath,"scrapy spider cannot extract contents of web page using xpath i have scrapy spider and i am using xpath selectors to extract the contents of the page,kindly check where i am going wrong"
9,1,6,5.083966,27952608,Django Rest Framework Localization,"django rest framework localization i was wondering, if is there any way to add localization to api. because i want to change default message errors."
9,1,7,5.1399007,31200648,Page Redirect in CGI using Python,page redirect in cgi using python i am trying to write a cgi script in python for a simple login page. i am trying to redirect this page to my home page on submit of username and password. can anyone help me to do this without manipulating the http headers. this is the code that i am using::
9,1,8,5.161493,4419532,What's the fastest way to strip certain html tags in a Python string?,what's the fastest way to strip certain html tags in a python string? i'd like to strip all html / javascript except for: thanks.
9,1,9,5.1719275,32170913,scrapy:UnicodeDecodeError: 'ascii' codec can't decode byte 0xe9 in position 1: ordinal not in range(128),"scrapy:unicodedecodeerror: 'ascii' codec can't decode byte 0xe9 in position 1: ordinal not in range(128) when i use the accent parameter in the scrapy framework, my spider crashes with this error: here is my code:"
9,1,10,5.1941876,33356753,How to read zip file content without unzipping (in compressed format) using Python,how to read zip file content without unzipping (in compressed format) using python i have to publish a zip file to the server. this involves reading the file and uploading. this won't work as needs an additional argument-filename to uncompress.
9,2,1,3.934966,27152673,Django makemessages command throws error,django makemessages command throws error when i am trying to run makemessages command i get following errors: i use virtualenv with django 1.7 installed. any ideas?
9,2,2,4.0576873,11687302,PyCharm not recognizing Python files,pycharm not recognizing python files my pycharm is no longer recognizing python files (attached screenshot) the interpreter path is correctly set.
9,2,3,4.0936165,37008080,Python Hive/hadoop connection error,python hive/hadoop connection error i am trying to use hive/hadoop using python. i am getting the following error. can someone tell me how to go about this?
9,2,4,4.1033244,5178535,easy_install libmysqld-dev error :'NoneType' object has no attribute 'clone',"easy_install libmysqld-dev error :'nonetype' object has no attribute 'clone' this is the error : what can i do, thanks"
9,2,5,4.2563753,28641553,Python PWD Module for Ruby,"python pwd module for ruby does anyone know if this exists? if not, does anyone know why? python's pwd module -"
9,2,6,4.417724,34013932,import tidy ImportError: No module named tidy,"import tidy importerror: no module named tidy tried installing pytidylib , but it did not work. any idea which is the correct package to get tidy?"
