question_id,cluster
28086865,9
39663117,7
37259168,9
22412231,5
25090735,0
25279059,2
22719224,6
7549662,9
28233633,6
40091963,7
1366274,2
1751959,2
11596423,6
23042962,5
4638806,3
4585692,4
39397720,1
35880247,2
32969757,6
2323080,0
32535816,5
20383151,4
3610071,1
13596408,5
39970303,2
38164587,5
19094441,8
26077231,0
39066567,8
27462337,6
22865573,1
22739592,3
23785155,4
39231607,0
39518350,6
25571861,3
31614866,9
15745418,0
15900883,6
32023183,3
39549494,2
38895185,6
35792905,2
17717282,1
11040626,5
36747114,1
3695202,8
29552575,3
21058514,9
33769143,7
6239042,4
13144158,2
34278866,7
26080958,5
5834054,5
25705544,9
27542341,5
38316294,2
20110006,8
33127008,5
18596189,9
2483840,4
20803932,6
4848965,1
27056575,9
8701419,9
4690155,4
26673267,6
32463870,1
36908926,6
19472499,1
38780122,2
37015876,4
12030085,4
29859761,5
33753832,2
4676973,5
39111903,9
27177212,0
22108306,9
38792077,6
32589767,3
3402694,4
35942081,5
26753268,8
26487648,2
19338748,4
19111047,2
13980656,9
30849351,9
33655933,7
13163895,0
13356680,5
16991754,5
18380766,9
5522524,5
39521924,6
36795424,8
19665125,5
33792478,2
4054254,4
25109001,0
2631311,5
843277,5
38879470,9
32906669,2
23873048,7
31350589,2
37730751,5
11816236,2
11376381,8
36053881,0
13336798,5
20298058,4
3068408,7
21465348,7
37066402,0
34394344,6
36447378,2
5075335,2
36507334,0
25709818,5
35046142,5
38591938,9
37390827,2
32683412,5
34880137,9
27434689,1
34708972,5
7765113,6
37864425,7
6107905,2
39978375,5
4968210,5
25462305,9
35641116,1
36816386,0
34683400,9
36820171,6
26005274,9
38477881,1
10639333,7
25387745,3
40113343,5
29080279,5
26615756,0
6655724,1
38876562,2
33592626,5
29144956,5
23970227,4
5531249,5
35224978,3
6650906,1
24037441,5
12311196,4
1056675,6
24020720,9
14319771,0
5289680,0
19919987,7
22127346,0
22983523,7
10587826,0
29581718,8
21897420,6
24419845,4
28624489,6
1693945,5
17124199,5
21397455,1
16494824,6
21436163,5
18896682,4
17621531,3
36534795,3
34381588,9
31538738,0
36813851,8
17173743,9
17327389,5
39341571,3
18968660,8
12485148,2
32705146,5
9584565,9
39331369,6
16059073,5
31253866,2
24743446,2
2465675,6
4713589,5
19216046,3
13369009,8
37541248,6
36518512,6
29408529,5
23617898,2
40006924,3
39394936,5
34352419,1
22731782,9
19484161,6
18352815,0
4255854,6
4717238,5
38704586,2
33572928,5
35846053,9
38343972,8
39396222,6
3842927,5
15966537,8
23154821,5
23580176,2
3489451,5
34052977,5
8358781,0
5566160,5
9952655,7
5258402,5
35822563,0
11601629,9
7184454,5
23779995,6
18767257,5
10292057,5
9193773,2
15194061,9
33452601,5
13664861,9
29922373,1
28410763,5
35006204,7
11017984,8
10459673,9
36854690,0
20129259,1
21434728,8
18667053,1
39448604,5
9852226,5
34452680,6
18821795,2
10903748,9
25375057,9
32723802,7
16044668,6
26770121,2
15661231,5
21403044,5
18946286,2
35625488,2
36301179,4
23963369,8
21047921,9
28677597,9
16597396,4
19430190,5
28085788,3
16664360,6
8973238,1
38343213,6
16329869,5
14621310,5
27524817,0
29029077,5
8573464,5
28930706,4
18486244,1
28384690,4
3905548,5
18689026,9
36689898,6
5513615,9
14902299,5
38579256,5
6871686,5
10424987,5
33492593,1
27440989,3
2193009,1
31419145,2
30025502,9
15265319,6
38289432,5
36697521,7
38038700,9
35440222,4
31400143,7
9014056,9
27118886,5
40027392,5
32078763,5
25064271,6
19833315,3
17202946,3
1258199,7
21705101,1
29832659,8
16816379,9
20202639,0
822195,3
37467812,8
39847007,0
11268039,0
29621334,5
17459700,5
3165213,5
31473998,4
22301531,9
22787091,8
25903242,9
30699806,8
34071495,3
39128412,1
37749111,6
14734492,0
13167852,5
39721813,6
30444863,6
28228720,7
30016119,3
20109487,3
35461213,7
17528842,9
34133667,8
13446989,2
16435697,7
12612229,5
17412087,2
35505498,2
34422238,9
27810898,0
17229045,5
22254151,7
25319851,8
20966102,0
38117824,5
17384485,0
8320106,5
39151443,7
992136,4
26984555,5
24422724,4
19693782,5
12139428,6
24286544,5
14863576,9
26214245,9
25379098,0
9526873,4
7385374,5
928806,1
3861148,3
39533524,4
31946790,1
32689758,8
22946117,0
15555589,5
3134850,6
10831075,5
20629113,8
28917968,0
28999332,1
21739518,2
18241359,5
13010551,5
11651188,7
9100431,5
34657480,4
15898829,6
13729394,0
6603448,7
4293408,5
28862412,7
35590796,3
21735827,9
23111625,5
13093806,5
33426634,5
30032701,9
15622082,2
17819311,1
7381998,3
36169342,0
22120887,7
11850762,6
25726289,3
13792798,8
31657423,5
19655688,5
23409982,9
23704826,5
8535913,5
24540431,8
23021976,9
7199405,0
36447597,9
22386064,3
32660596,3
34662357,8
37166891,6
22411463,5
8953035,5
1905396,0
27208757,3
9645924,2
39509080,8
11366294,6
36385992,5
7969552,9
29418117,2
9486345,1
10773372,4
13936169,5
33680750,5
29471617,8
33971496,6
35585362,0
32177449,0
11388632,6
1111173,5
30036443,5
17320133,5
12853628,5
23159019,5
1956249,6
35722096,5
18799033,3
6438260,2
19782309,5
13018266,6
34336273,1
12851374,4
15821830,6
17060930,5
28267756,9
38778676,2
32358269,5
21886526,7
14413661,3
4113014,9
26897759,9
38618888,7
3442920,4
23800972,0
31063601,5
28705834,8
27607638,5
6931039,9
35761561,9
28288395,2
32874900,9
38071436,7
27219759,1
21158731,3
26361113,0
27034416,9
22253695,6
11622692,8
16837642,5
3894923,5
17438943,4
37732552,2
23809636,6
39143465,0
10866990,6
17197406,0
2470121,1
34005479,5
32079691,5
28477877,5
10497342,0
22534552,2
14922533,7
35593961,4
32141623,4
35583510,3
12170262,7
28022998,9
25775965,0
22891586,3
7973002,5
11798323,0
35330733,9
14429724,5
18598238,5
14195544,6
17005775,4
33325603,1
16787725,7
38960196,9
39829846,5
26278348,2
6203653,4
37865763,7
36491375,5
23833324,4
30585679,8
34462682,5
18456841,6
7070693,6
16387597,9
23295868,5
21045437,4
32334346,5
12810499,8
24109713,5
23891486,5
36362175,7
29701951,2
5315873,5
40140412,0
22436864,4
14236633,6
38881888,1
38807067,4
22848533,2
23711762,5
5164307,6
3898572,5
4360636,4
31402734,8
23872285,5
1431936,2
39407747,5
27883769,1
4888440,1
37022787,3
24624809,2
19610240,6
19617959,2
34714863,5
818942,3
29244434,6
33333980,5
1229414,5
23506306,5
22603750,3
38723055,4
39836449,7
34411047,1
33979709,9
34525893,5
12328678,2
31111493,2
38367206,5
22665833,4
8779497,0
28722677,5
38384829,2
13824973,7
9770133,4
29566846,3
14579231,3
33658216,6
22561495,7
5918633,2
34383951,2
27575354,9
11228153,5
3407414,9
16813088,9
2038247,3
33713149,7
5445462,5
31872863,1
3486372,4
17492923,7
24058127,0
22787826,0
24404729,3
7768633,0
8930370,2
34584484,9
17370820,9
28658918,3
25285665,6
14588682,1
23205147,8
11897028,2
28078327,5
26698401,5
33720318,2
553019,7
40121221,4
31960214,3
24981505,8
24607358,4
37302934,6
23839662,9
29901471,7
24834926,1
24087593,9
36258215,9
28119877,1
3730616,5
32991977,3
2828962,4
32040304,8
26805232,6
24056286,9
21039589,5
15807611,3
9870182,5
21922382,5
16500443,0
22156574,4
7829007,5
33751388,5
7629288,4
22133696,5
32121236,8
2828059,7
2041978,4
22251169,6
15258017,4
26187054,0
14258702,0
31949339,0
38679516,7
27194710,8
29847082,8
27959962,3
25914854,4
19261392,8
25490432,3
21640880,4
25455067,5
27790357,8
8449454,5
19169352,2
29743523,8
33657182,9
4295799,4
39084519,8
25720742,4
35540265,6
15947517,3
10475448,4
22878113,5
16022579,6
35984404,9
26876438,1
10018679,9
34257693,6
31795092,8
9445835,7
19527097,5
14658945,5
762764,6
24591917,9
38237598,8
1842389,6
23618728,2
29545601,3
31307014,7
38447314,5
14621224,7
2415842,7
20502312,4
21113773,0
31487381,5
16700779,5
14533936,0
32485542,2
32813162,5
30834395,4
33405490,6
28882496,5
7556499,8
32740320,2
11481618,5
24376574,8
38219558,9
28520450,4
36131003,0
8299270,2
23234436,1
37830512,8
5403138,5
37662869,4
3586295,0
35258750,7
33713501,4
24057239,6
18478240,8
35696980,0
16022245,9
2524998,8
35332978,3
16981303,5
34662173,8
37471079,5
6162823,9
36163949,0
15378537,6
38708729,2
16110968,6
27772934,9
21784116,2
11824137,0
22899536,5
34322896,3
20444155,9
15541418,8
39776675,0
37019240,8
12559778,2
12658224,0
30380551,1
39214277,5
29973598,4
26642433,9
36152287,5
4098197,5
36894878,5
11059203,3
39792641,0
1364583,5
6912867,0
12289861,6
2743070,6
19715854,4
26352833,5
15638468,3
18117748,9
18324753,1
26762053,0
18915481,8
21285022,4
1720743,2
37579590,7
6322158,2
36091759,2
36764709,1
8590813,5
8904271,9
13209539,1
32877873,9
1325568,2
35287254,1
34957004,6
34064104,8
38808452,0
14006028,6
26683509,9
34755256,0
20136274,6
13111025,7
18838328,0
27284196,2
27990497,7
18581174,4
33929929,3
37289559,5
18883222,3
19441031,2
30293680,4
29300175,5
550804,0
19228711,0
38361224,5
4476354,5
19961071,5
39408038,7
25663653,2
23378498,6
33442872,6
5772148,9
29641616,3
17039151,8
32239077,3
17088224,0
10011302,8
34576409,1
8934530,9
5234944,0
19545979,0
15881439,4
30746167,5
25429219,0
27827503,5
16820635,5
8674426,7
20602488,5
35825289,6
36034926,2
28594000,2
31577926,6
33303952,2
21366021,0
25028105,0
27973941,0
30492313,8
6335906,0
14779216,0
10599347,0
19915264,5
20341650,4
22244837,5
36612981,1
29997186,9
4782028,5
36068943,0
34856717,7
7389109,5
29591313,9
10860774,5
25543741,5
35997393,9
35871625,7
32731554,3
32821143,9
16705670,5
28128514,2
17887503,3
35692719,5
21282039,4
38528332,7
36725130,7
35998123,5
4065085,1
14355642,1
33067867,8
26741204,7
8158536,2
39580929,5
26711396,8
26936345,7
26295092,5
14924795,5
23355661,5
17398040,3
35423366,5
8764895,4
20600527,1
14609467,0
34574351,3
21309172,5
21713148,2
28522671,5
13440956,3
34216141,9
29363697,5
31806428,2
35407893,6
21370722,1
36923265,3
37242036,1
35628640,7
11387439,1
11580789,0
9937781,5
36425234,7
23103370,8
13703295,1
29796140,5
13711187,1
31468597,9
26949091,5
18064914,3
32033557,8
38877102,8
17220997,0
37661073,7
11280464,4
34315152,8
11298909,3
29489717,2
14898089,5
26321618,7
39029632,8
22557758,5
6165819,5
5891359,4
30264461,5
23420021,0
5812318,5
902039,6
14532634,7
21392956,9
21699022,3
20262687,7
14184623,9
10110295,9
39366291,9
18245975,8
22876655,9
25856475,1
21175922,5
8063012,3
36738309,5
31388828,4
39626338,5
30405420,7
30067180,0
9914393,4
15442717,0
1181233,0
29775539,7
6649990,7
29794853,9
14850960,9
33665542,3
26527493,6
28759361,1
36386761,2
144218,8
33335937,4
12894154,0
18131839,7
2591580,0
35356198,8
26106833,5
22331396,0
29590189,1
38906797,0
23935029,2
26822873,2
31348238,6
1554673,2
17252024,8
32325075,2
10368153,0
37432161,9
30636248,9
21153407,4
39355483,7
22135108,9
22179718,5
1672113,5
32705280,1
23210644,5
14199168,7
29972991,8
31878409,5
26166248,0
19604825,5
19544545,9
26441236,1
21528899,4
18692818,6
25407738,0
31644677,5
27651993,1
12182744,7
33914593,0
30754926,7
18428457,1
36210157,9
34706485,7
36163147,6
28951256,0
18472826,6
10818445,1
13143218,5
26887558,4
20456759,4
30354380,0
33314704,5
4106332,8
39450903,8
37659066,0
18615022,9
36014646,0
19376994,4
27000754,5
37454726,6
13754880,5
34005062,6
39976348,7
9515559,0
26188763,3
39050676,7
19132927,8
23531110,4
24785657,6
18502197,9
32868911,6
22263679,5
5415199,6
19414060,5
2680619,0
22816409,9
27981595,0
31436023,8
31605888,0
38903443,1
26440574,1
13179917,0
27715429,4
31911465,6
36789493,5
21367320,5
26002936,4
28082017,4
29467807,0
7680343,4
12945387,8
30270899,4
27999685,5
22488693,6
35685146,9
30331943,3
37232804,2
19012948,0
22716035,6
11959434,4
37644773,4
31655788,3
18166360,9
4698755,8
38164191,9
28599012,9
31693683,2
11462235,9
28634422,3
19791208,5
36967011,5
13703724,6
14633290,6
23055860,5
21848033,2
30202445,2
37058194,1
29836948,0
12868559,3
23199042,5
33804118,3
14398868,8
37530500,6
28975467,6
18312886,5
35228991,5
14828945,8
4163740,6
33597066,7
37310695,5
21649113,2
29597831,9
34818228,9
36289259,5
35922675,0
32855029,5
19670697,5
8979031,3
1151207,5
38358521,0
24062013,3
21310797,3
40063530,9
7074051,5
31353423,5
30998543,8
36607953,3
33984132,6
5972506,2
11636162,5
35135979,5
16575250,5
21189294,9
27851087,8
31501806,9
26941785,0
19295832,7
4922623,6
22752467,4
26328818,2
17858553,5
38876429,8
29070176,5
23343709,9
26224484,0
9270931,9
33335291,5
32894378,7
27885855,5
22869719,7
22522330,0
28614911,4
34936193,5
34447789,9
32422279,7
34897280,1
32838397,5
10455538,1
32170913,0
23759873,1
7274521,5
