question_id,cluster
28086865,0
39663117,7
37259168,0
22412231,3
25090735,4
25279059,2
22719224,0
7549662,3
28233633,5
40091963,7
1366274,2
1751959,2
11596423,5
23042962,3
4638806,7
4585692,1
39397720,6
35880247,2
32969757,5
2323080,4
32535816,0
20383151,1
3610071,6
13596408,2
39970303,2
38164587,3
19094441,7
26077231,4
39066567,7
27462337,5
22865573,6
22739592,7
23785155,1
39231607,4
39518350,5
25571861,1
31614866,3
15745418,4
15900883,5
32023183,3
39549494,2
38895185,5
35792905,2
17717282,6
11040626,0
36747114,6
3695202,7
29552575,3
21058514,0
33769143,3
6239042,4
13144158,2
34278866,0
26080958,3
5834054,3
25705544,3
27542341,3
38316294,2
20110006,0
33127008,3
18596189,0
2483840,1
20803932,5
4848965,6
27056575,3
8701419,3
4690155,1
26673267,5
32463870,6
36908926,3
19472499,6
38780122,2
37015876,1
12030085,1
29859761,6
33753832,2
4676973,3
39111903,0
27177212,4
22108306,0
38792077,5
32589767,3
3402694,1
35942081,3
26753268,7
26487648,2
19338748,1
19111047,2
13980656,0
30849351,0
33655933,5
13163895,4
13356680,3
16991754,2
18380766,3
5522524,3
39521924,5
36795424,7
19665125,3
33792478,2
4054254,1
25109001,4
2631311,3
843277,3
38879470,0
32906669,2
23873048,3
31350589,2
37730751,3
11816236,2
11376381,7
36053881,4
13336798,0
20298058,2
3068408,5
21465348,7
37066402,4
34394344,5
36447378,2
5075335,2
36507334,4
25709818,7
35046142,3
38591938,0
37390827,2
32683412,0
34880137,0
27434689,6
34708972,1
7765113,5
37864425,0
6107905,2
39978375,1
4968210,3
25462305,0
35641116,6
36816386,4
34683400,0
36820171,5
26005274,0
38477881,6
10639333,3
25387745,2
40113343,3
29080279,3
26615756,4
6655724,6
38876562,2
33592626,2
29144956,3
23970227,1
5531249,3
35224978,0
6650906,6
24037441,3
12311196,1
1056675,5
24020720,0
14319771,4
5289680,4
19919987,3
22127346,4
22983523,7
10587826,4
29581718,7
21897420,5
24419845,1
28624489,5
1693945,3
17124199,0
21397455,6
16494824,5
21436163,3
18896682,5
