question_id,cluster
28086865,1
39663117,3
37259168,1
22412231,0
25090735,2
25279059,0
22719224,2
7549662,1
28233633,2
40091963,3
1366274,0
1751959,0
11596423,2
23042962,0
4638806,3
4585692,0
39397720,0
35880247,3
32969757,2
2323080,2
32535816,1
20383151,0
3610071,1
13596408,0
39970303,0
38164587,0
19094441,3
26077231,2
39066567,3
27462337,3
22865573,2
22739592,2
23785155,0
39231607,2
39518350,0
25571861,2
31614866,3
15745418,2
15900883,2
32023183,0
39549494,0
38895185,2
35792905,0
17717282,2
11040626,3
36747114,2
3695202,3
29552575,0
21058514,2
33769143,1
6239042,2
13144158,0
34278866,1
26080958,0
5834054,0
25705544,1
27542341,1
38316294,0
20110006,3
33127008,1
18596189,1
2483840,0
20803932,2
4848965,3
27056575,1
8701419,1
4690155,0
26673267,2
32463870,1
36908926,1
19472499,2
38780122,0
37015876,0
12030085,0
29859761,1
33753832,0
4676973,3
39111903,3
27177212,2
22108306,1
38792077,2
32589767,0
3402694,0
35942081,0
26753268,3
26487648,0
19338748,2
19111047,0
13980656,1
30849351,1
33655933,2
13163895,2
13356680,1
16991754,0
18380766,1
5522524,0
39521924,2
36795424,3
19665125,1
33792478,0
4054254,3
25109001,3
2631311,3
843277,2
38879470,1
32906669,0
23873048,1
31350589,1
37730751,2
11816236,0
11376381,3
36053881,1
13336798,0
20298058,0
3068408,2
21465348,3
37066402,2
34394344,0
36447378,0
5075335,0
36507334,2
25709818,3
35046142,1
38591938,1
37390827,0
32683412,3
34880137,1
27434689,1
34708972,2
7765113,2
37864425,1
6107905,0
39978375,1
4968210,2
25462305,1
35641116,1
36816386,1
34683400,3
36820171,2
26005274,1
38477881,0
10639333,1
25387745,0
40113343,1
29080279,0
26615756,2
6655724,1
38876562,0
33592626,0
29144956,0
23970227,2
5531249,1
35224978,0
6650906,2
24037441,1
12311196,2
1056675,0
24020720,1
14319771,2
5289680,2
19919987,1
22127346,2
22983523,3
10587826,2
29581718,3
21897420,0
24419845,0
28624489,2
1693945,3
17124199,0
21397455,2
16494824,2
21436163,2
18896682,2
17621531,0
36534795,3
34381588,3
31538738,2
36813851,3
17173743,1
17327389,3
39341571,1
18968660,3
12485148,1
32705146,1
9584565,1
39331369,2
16059073,0
31253866,0
24743446,0
2465675,2
4713589,0
19216046,1
13369009,3
37541248,0
36518512,2
29408529,2
23617898,0
40006924,0
39394936,2
34352419,1
22731782,1
19484161,2
18352815,2
4255854,2
4717238,0
38704586,0
33572928,3
35846053,1
38343972,3
39396222,2
3842927,3
15966537,3
23154821,1
23580176,0
3489451,3
34052977,1
8358781,0
5566160,0
9952655,1
5258402,0
35822563,2
11601629,1
7184454,0
23779995,2
18767257,0
10292057,0
9193773,0
15194061,1
33452601,1
13664861,3
29922373,1
28410763,2
35006204,3
11017984,3
10459673,1
36854690,0
20129259,2
21434728,3
18667053,2
39448604,1
9852226,1
34452680,2
18821795,0
10903748,3
25375057,1
32723802,3
16044668,2
26770121,0
15661231,1
21403044,3
18946286,0
35625488,0
36301179,0
23963369,3
21047921,1
28677597,1
16597396,1
19430190,1
28085788,3
16664360,2
8973238,2
38343213,2
16329869,3
14621310,2
27524817,3
29029077,1
8573464,0
28930706,2
18486244,3
28384690,0
3905548,0
18689026,3
36689898,3
5513615,1
14902299,2
38579256,1
6871686,3
10424987,1
33492593,3
27440989,0
2193009,2
31419145,0
30025502,1
15265319,2
38289432,2
36697521,1
38038700,1
35440222,0
31400143,3
9014056,1
27118886,0
40027392,0
32078763,1
25064271,2
19833315,2
17202946,3
1258199,3
21705101,1
29832659,3
16816379,1
20202639,2
822195,1
37467812,3
39847007,2
11268039,2
29621334,3
17459700,2
3165213,1
31473998,0
22301531,1
22787091,3
25903242,1
30699806,3
34071495,3
39128412,2
37749111,2
14734492,1
13167852,1
39721813,2
30444863,2
28228720,1
30016119,3
20109487,3
35461213,1
17528842,3
34133667,3
13446989,0
16435697,3
12612229,1
17412087,0
35505498,0
34422238,1
27810898,2
17229045,2
22254151,1
25319851,3
20966102,1
38117824,1
17384485,0
8320106,1
39151443,3
992136,0
26984555,2
24422724,0
19693782,2
12139428,2
24286544,1
14863576,3
26214245,1
25379098,2
9526873,2
7385374,2
928806,2
3861148,3
39533524,0
31946790,2
32689758,3
22946117,2
15555589,2
3134850,2
10831075,2
20629113,3
28917968,2
28999332,0
21739518,0
18241359,1
13010551,1
11651188,1
9100431,0
34657480,0
15898829,2
13729394,2
6603448,3
4293408,1
28862412,1
35590796,3
21735827,1
23111625,1
13093806,1
33426634,0
30032701,2
15622082,0
17819311,3
7381998,3
36169342,2
22120887,1
11850762,2
25726289,3
13792798,3
31657423,1
19655688,1
23409982,1
23704826,3
8535913,1
24540431,3
23021976,1
7199405,2
36447597,1
22386064,3
32660596,0
34662357,1
37166891,3
22411463,0
8953035,1
1905396,2
27208757,0
9645924,0
39509080,3
11366294,2
36385992,0
7969552,1
29418117,0
9486345,2
10773372,2
13936169,0
33680750,3
29471617,3
33971496,2
35585362,2
32177449,2
11388632,0
1111173,2
30036443,1
17320133,1
12853628,2
23159019,1
1956249,2
35722096,0
18799033,0
6438260,0
19782309,1
13018266,2
34336273,1
12851374,0
15821830,3
17060930,1
28267756,1
38778676,0
32358269,1
21886526,1
14413661,0
4113014,2
26897759,1
38618888,1
3442920,0
23800972,0
31063601,0
28705834,3
27607638,1
6931039,1
35761561,1
28288395,0
32874900,1
38071436,3
27219759,1
21158731,2
26361113,2
27034416,1
22253695,2
11622692,3
16837642,0
3894923,3
17438943,2
37732552,0
23809636,2
39143465,0
10866990,2
17197406,2
2470121,0
34005479,3
32079691,1
28477877,1
10497342,2
22534552,0
14922533,0
35593961,0
32141623,0
35583510,2
12170262,1
28022998,1
25775965,2
22891586,2
7973002,0
11798323,2
35330733,1
14429724,1
18598238,3
14195544,2
17005775,0
33325603,1
16787725,1
38960196,1
39829846,1
26278348,0
6203653,0
37865763,1
36491375,1
23833324,0
30585679,3
34462682,1
18456841,2
7070693,0
16387597,1
23295868,2
21045437,2
32334346,1
12810499,3
24109713,0
23891486,0
36362175,3
29701951,0
5315873,1
40140412,1
22436864,0
14236633,1
38881888,2
38807067,0
22848533,0
23711762,2
5164307,2
3898572,0
4360636,0
31402734,3
23872285,1
1431936,0
39407747,0
27883769,3
4888440,2
37022787,3
24624809,0
19610240,2
19617959,0
34714863,2
818942,0
29244434,2
33333980,0
1229414,1
23506306,1
22603750,0
38723055,0
39836449,3
34411047,0
33979709,1
34525893,1
12328678,0
31111493,0
38367206,1
22665833,0
8779497,2
28722677,1
38384829,0
13824973,3
9770133,3
29566846,3
14579231,0
33658216,1
22561495,3
5918633,0
34383951,2
27575354,1
11228153,2
3407414,1
16813088,1
2038247,2
33713149,1
5445462,0
31872863,2
3486372,2
17492923,1
24058127,0
22787826,2
24404729,3
7768633,1
8930370,3
34584484,1
17370820,1
28658918,3
25285665,2
14588682,0
23205147,3
11897028,0
28078327,3
26698401,1
33720318,0
553019,3
