question_id,cluster
28086865,5
39663117,0
37259168,5
22412231,1
25090735,4
25279059,2
22719224,4
7549662,7
28233633,4
40091963,5
1366274,2
1751959,2
11596423,4
23042962,7
4638806,0
4585692,6
39397720,2
35880247,2
32969757,4
2323080,1
32535816,7
20383151,6
3610071,3
13596408,2
39970303,3
38164587,2
19094441,0
26077231,1
39066567,0
27462337,0
22865573,3
22739592,7
23785155,6
39231607,6
39518350,2
25571861,7
31614866,0
15745418,1
15900883,4
32023183,7
39549494,2
38895185,4
35792905,2
17717282,3
11040626,0
36747114,4
3695202,0
29552575,0
21058514,7
33769143,5
6239042,6
13144158,2
34278866,5
26080958,2
5834054,1
25705544,5
27542341,5
38316294,1
20110006,0
33127008,1
18596189,3
2483840,6
20803932,3
4848965,0
27056575,5
8701419,7
4690155,6
26673267,4
32463870,3
36908926,7
19472499,4
38780122,2
37015876,6
12030085,6
29859761,3
33753832,6
4676973,7
39111903,0
27177212,4
22108306,5
38792077,4
32589767,7
3402694,6
35942081,6
26753268,0
26487648,2
19338748,6
19111047,2
13980656,5
30849351,5
33655933,4
13163895,1
13356680,5
16991754,1
18380766,5
5522524,2
39521924,4
36795424,0
19665125,5
33792478,2
4054254,6
25109001,0
2631311,0
843277,3
38879470,7
32906669,2
23873048,7
31350589,7
37730751,3
11816236,6
11376381,0
36053881,1
13336798,3
20298058,1
3068408,4
21465348,5
37066402,4
34394344,6
36447378,2
5075335,6
36507334,1
25709818,0
35046142,7
38591938,5
37390827,2
32683412,0
34880137,5
27434689,3
34708972,1
7765113,4
37864425,5
6107905,2
39978375,3
4968210,4
25462305,5
35641116,3
36816386,5
34683400,5
36820171,6
26005274,7
38477881,3
10639333,5
25387745,7
40113343,5
29080279,2
26615756,1
6655724,3
38876562,2
33592626,2
29144956,1
23970227,6
5531249,5
35224978,7
6650906,3
24037441,3
12311196,6
1056675,2
24020720,5
14319771,1
5289680,4
19919987,1
22127346,4
22983523,0
10587826,4
29581718,3
21897420,2
24419845,6
28624489,4
1693945,0
17124199,1
21397455,3
16494824,4
21436163,1
18896682,6
17621531,7
36534795,7
34381588,4
31538738,4
36813851,3
17173743,5
17327389,0
39341571,7
18968660,0
12485148,3
32705146,7
9584565,5
39331369,4
16059073,1
31253866,2
24743446,2
2465675,4
4713589,2
19216046,7
13369009,0
37541248,1
36518512,4
29408529,1
23617898,2
40006924,7
39394936,1
34352419,5
22731782,5
19484161,4
18352815,1
4255854,4
4717238,6
38704586,2
33572928,1
35846053,7
38343972,0
39396222,4
3842927,0
15966537,0
23154821,5
23580176,2
3489451,0
34052977,5
8358781,6
5566160,1
9952655,1
5258402,6
35822563,4
11601629,5
7184454,1
23779995,4
18767257,2
10292057,2
9193773,2
15194061,5
33452601,5
13664861,7
29922373,3
28410763,4
35006204,0
11017984,0
10459673,7
36854690,1
20129259,6
21434728,0
18667053,3
39448604,1
9852226,3
34452680,4
18821795,2
10903748,5
25375057,6
32723802,0
16044668,4
26770121,2
15661231,5
21403044,0
18946286,2
35625488,2
36301179,6
23963369,0
21047921,3
28677597,7
16597396,1
19430190,7
28085788,0
16664360,3
8973238,3
38343213,4
16329869,0
14621310,3
27524817,1
29029077,1
8573464,1
28930706,4
18486244,3
28384690,6
3905548,2
18689026,5
36689898,4
5513615,5
14902299,1
38579256,7
6871686,0
10424987,5
33492593,0
27440989,7
2193009,4
31419145,2
30025502,5
15265319,4
38289432,7
36697521,5
38038700,3
35440222,6
31400143,5
9014056,5
27118886,2
40027392,6
32078763,5
25064271,4
19833315,7
17202946,7
1258199,5
21705101,3
29832659,0
16816379,5
20202639,6
822195,7
37467812,0
39847007,1
11268039,4
29621334,0
17459700,1
3165213,1
31473998,6
22301531,3
22787091,0
25903242,5
30699806,0
34071495,7
39128412,3
37749111,4
14734492,1
13167852,5
39721813,4
30444863,4
28228720,5
30016119,0
20109487,7
35461213,5
17528842,0
34133667,0
13446989,2
16435697,0
12612229,5
17412087,2
35505498,2
34422238,5
27810898,4
17229045,1
22254151,5
25319851,0
20966102,1
38117824,5
17384485,2
8320106,5
39151443,0
992136,6
26984555,1
24422724,6
19693782,7
12139428,4
24286544,1
14863576,0
26214245,3
25379098,3
9526873,6
7385374,6
928806,3
3861148,7
39533524,6
31946790,3
32689758,0
22946117,4
15555589,4
3134850,4
10831075,6
20629113,0
28917968,1
28999332,2
21739518,1
18241359,1
13010551,5
11651188,5
9100431,1
34657480,6
15898829,4
13729394,4
6603448,5
4293408,5
28862412,5
35590796,1
21735827,1
23111625,1
13093806,3
33426634,1
30032701,4
15622082,2
17819311,0
7381998,7
36169342,1
22120887,5
11850762,4
25726289,0
13792798,0
31657423,7
19655688,3
23409982,5
23704826,0
8535913,5
24540431,0
23021976,5
7199405,1
36447597,5
22386064,0
32660596,2
34662357,5
37166891,5
22411463,2
8953035,3
1905396,4
27208757,7
9645924,2
39509080,0
11366294,4
36385992,6
7969552,5
29418117,2
9486345,3
10773372,6
13936169,7
33680750,5
29471617,0
33971496,4
35585362,7
32177449,1
11388632,6
1111173,4
30036443,3
17320133,5
12853628,1
23159019,3
1956249,4
35722096,1
18799033,6
6438260,2
19782309,7
13018266,4
34336273,3
12851374,6
15821830,0
17060930,1
28267756,7
38778676,2
32358269,5
21886526,1
14413661,7
4113014,1
26897759,3
38618888,5
3442920,6
23800972,1
31063601,3
28705834,0
27607638,5
6931039,5
35761561,5
28288395,2
32874900,5
38071436,0
27219759,3
21158731,4
26361113,4
27034416,1
22253695,4
11622692,0
16837642,1
3894923,1
17438943,1
37732552,2
23809636,4
39143465,6
10866990,4
17197406,1
2470121,6
34005479,0
32079691,1
28477877,3
10497342,4
22534552,2
14922533,7
35593961,6
32141623,6
35583510,7
12170262,5
28022998,3
25775965,7
22891586,7
7973002,2
11798323,6
35330733,7
14429724,5
18598238,0
14195544,4
17005775,7
33325603,7
16787725,5
38960196,3
39829846,5
26278348,2
6203653,6
37865763,5
36491375,5
23833324,6
30585679,0
34462682,1
18456841,4
7070693,2
16387597,5
23295868,4
21045437,6
32334346,7
12810499,0
24109713,1
23891486,1
36362175,0
29701951,2
5315873,5
40140412,1
22436864,7
14236633,1
38881888,3
38807067,2
22848533,2
23711762,4
5164307,4
3898572,3
4360636,6
31402734,0
23872285,1
1431936,2
39407747,2
27883769,3
4888440,1
37022787,0
24624809,2
19610240,4
19617959,2
34714863,4
818942,6
29244434,4
33333980,3
1229414,1
23506306,7
22603750,2
38723055,6
39836449,5
34411047,2
33979709,7
34525893,3
12328678,2
31111493,2
38367206,1
22665833,1
8779497,1
28722677,5
38384829,2
13824973,5
9770133,6
29566846,7
14579231,6
33658216,1
22561495,5
5918633,2
34383951,6
27575354,7
11228153,4
3407414,5
16813088,7
2038247,6
33713149,5
5445462,7
31872863,3
3486372,6
17492923,5
24058127,1
22787826,1
24404729,0
7768633,1
8930370,0
34584484,5
17370820,5
28658918,0
25285665,4
14588682,6
23205147,0
11897028,2
28078327,0
26698401,7
33720318,2
553019,0
40121221,6
31960214,7
24981505,5
24607358,6
37302934,4
23839662,5
29901471,1
24834926,3
24087593,5
36258215,5
28119877,3
3730616,2
32991977,7
2828962,6
32040304,0
26805232,4
24056286,5
21039589,3
15807611,7
9870182,1
21922382,3
16500443,1
22156574,6
7829007,1
33751388,5
7629288,6
22133696,4
32121236,5
2828059,5
2041978,6
22251169,4
15258017,6
26187054,5
14258702,1
31949339,1
38679516,5
27194710,0
29847082,5
27959962,2
25914854,6
19261392,0
25490432,4
21640880,6
25455067,1
27790357,0
8449454,5
19169352,2
29743523,0
33657182,3
4295799,6
39084519,0
25720742,6
35540265,4
15947517,7
10475448,7
22878113,0
16022579,4
35984404,1
26876438,3
10018679,5
34257693,2
31795092,5
9445835,5
19527097,6
14658945,0
762764,4
24591917,5
38237598,0
1842389,4
23618728,2
29545601,7
31307014,0
38447314,5
14621224,5
2415842,4
20502312,7
21113773,3
31487381,7
16700779,7
14533936,1
32485542,2
32813162,7
30834395,4
33405490,4
28882496,3
7556499,0
32740320,2
11481618,5
24376574,0
38219558,5
28520450,6
36131003,1
8299270,3
23234436,3
37830512,0
5403138,1
37662869,6
3586295,1
35258750,5
33713501,6
24057239,2
18478240,0
35696980,4
16022245,5
2524998,3
35332978,0
16981303,5
34662173,0
37471079,1
6162823,5
36163949,1
15378537,5
38708729,2
16110968,4
27772934,4
21784116,2
11824137,4
22899536,7
34322896,7
20444155,5
15541418,0
39776675,1
37019240,0
12559778,2
12658224,1
30380551,3
39214277,3
29973598,6
26642433,5
36152287,3
4098197,1
36894878,1
11059203,7
39792641,1
1364583,0
6912867,4
12289861,4
2743070,1
19715854,0
26352833,1
15638468,7
18117748,7
18324753,4
26762053,4
18915481,0
21285022,6
1720743,2
37579590,0
6322158,2
36091759,3
36764709,6
8590813,1
8904271,5
13209539,3
32877873,7
1325568,6
35287254,3
34957004,5
34064104,1
38808452,1
14006028,4
26683509,7
34755256,6
20136274,2
13111025,5
18838328,6
27284196,2
27990497,0
18581174,6
33929929,7
37289559,2
18883222,0
19441031,3
30293680,3
29300175,2
550804,1
19228711,1
38361224,5
4476354,1
19961071,7
39408038,5
25663653,2
23378498,4
33442872,4
5772148,1
29641616,7
17039151,5
32239077,7
17088224,4
10011302,0
34576409,3
8934530,3
5234944,1
19545979,5
15881439,6
30746167,5
25429219,1
27827503,1
16820635,3
8674426,5
20602488,7
35825289,4
36034926,2
28594000,2
31577926,4
33303952,2
21366021,6
25028105,1
27973941,1
30492313,0
6335906,1
14779216,6
10599347,1
19915264,6
20341650,6
22244837,7
36612981,3
29997186,5
4782028,5
36068943,1
34856717,5
7389109,0
29591313,5
10860774,3
25543741,3
35997393,5
35871625,5
32731554,7
32821143,5
16705670,1
28128514,2
17887503,3
35692719,1
21282039,2
38528332,1
36725130,0
35998123,1
4065085,3
14355642,0
33067867,0
26741204,5
8158536,2
39580929,1
26711396,0
26936345,5
26295092,2
14924795,6
23355661,1
17398040,2
35423366,0
8764895,6
20600527,3
14609467,1
34574351,5
21309172,2
21713148,2
28522671,5
13440956,2
34216141,5
29363697,6
31806428,2
35407893,4
21370722,3
36923265,6
37242036,3
35628640,5
11387439,3
11580789,1
9937781,5
36425234,5
23103370,0
13703295,3
29796140,1
13711187,3
31468597,5
26949091,7
18064914,0
32033557,0
38877102,0
17220997,4
37661073,5
11280464,6
34315152,2
11298909,0
29489717,2
14898089,7
26321618,5
39029632,0
22557758,7
6165819,3
5891359,6
30264461,2
23420021,2
5812318,5
902039,4
14532634,0
21392956,5
21699022,0
20262687,5
14184623,3
10110295,7
39366291,5
18245975,0
22876655,5
25856475,3
21175922,7
8063012,4
36738309,3
31388828,6
39626338,2
30405420,5
30067180,6
9914393,2
15442717,4
1181233,6
29775539,5
6649990,1
29794853,5
14850960,5
33665542,7
26527493,4
28759361,3
36386761,2
144218,0
33335937,6
12894154,4
18131839,0
2591580,1
35356198,0
26106833,3
22331396,1
29590189,3
38906797,1
23935029,2
26822873,2
31348238,4
1554673,2
17252024,0
32325075,2
10368153,1
37432161,5
30636248,5
21153407,6
39355483,1
22135108,7
22179718,1
1672113,7
32705280,4
23210644,0
14199168,5
29972991,3
31878409,6
26166248,1
19604825,7
19544545,5
26441236,3
21528899,7
18692818,4
25407738,1
31644677,3
27651993,4
12182744,3
33914593,2
30754926,5
18428457,3
36210157,5
34706485,5
36163147,4
28951256,4
18472826,6
10818445,3
13143218,6
26887558,6
