question_id,cluster
28086865,1
39663117,0
37259168,1
22412231,1
25090735,3
25279059,2
22719224,3
7549662,1
28233633,3
40091963,0
1366274,2
1751959,2
11596423,3
23042962,1
4638806,0
4585692,2
39397720,1
35880247,2
32969757,3
2323080,3
32535816,1
20383151,2
3610071,1
13596408,2
39970303,2
38164587,1
19094441,0
26077231,3
39066567,0
27462337,3
22865573,3
22739592,0
23785155,2
39231607,2
39518350,3
25571861,0
31614866,1
15745418,2
15900883,3
32023183,1
39549494,2
38895185,3
35792905,2
17717282,2
11040626,1
36747114,3
3695202,0
29552575,1
21058514,1
33769143,1
6239042,3
13144158,2
34278866,1
26080958,1
5834054,1
25705544,1
27542341,1
38316294,2
20110006,0
33127008,1
18596189,1
2483840,2
20803932,3
4848965,0
27056575,1
8701419,1
4690155,2
26673267,3
32463870,1
36908926,3
19472499,2
38780122,2
37015876,3
12030085,2
29859761,1
33753832,2
4676973,1
39111903,0
27177212,2
22108306,1
38792077,3
32589767,2
3402694,2
35942081,2
26753268,0
26487648,2
19338748,2
19111047,2
13980656,1
30849351,1
33655933,3
13163895,3
13356680,1
16991754,2
18380766,1
5522524,1
39521924,3
36795424,0
19665125,1
33792478,2
4054254,3
25109001,1
2631311,2
843277,1
38879470,1
32906669,2
23873048,1
31350589,2
37730751,1
11816236,2
11376381,0
36053881,1
13336798,1
20298058,2
3068408,3
21465348,0
37066402,3
34394344,3
36447378,2
5075335,2
36507334,3
25709818,0
35046142,1
38591938,1
37390827,2
32683412,1
34880137,1
27434689,1
34708972,2
7765113,3
37864425,1
6107905,2
39978375,2
4968210,1
25462305,1
35641116,1
36816386,1
34683400,1
36820171,3
26005274,1
38477881,2
10639333,1
25387745,2
40113343,1
29080279,1
26615756,3
6655724,1
38876562,2
33592626,2
29144956,1
23970227,2
5531249,1
35224978,2
6650906,3
24037441,1
12311196,2
1056675,3
24020720,1
14319771,3
5289680,3
19919987,1
22127346,3
22983523,0
10587826,3
29581718,0
21897420,3
24419845,2
28624489,3
1693945,1
17124199,1
21397455,2
16494824,3
21436163,1
18896682,3
17621531,3
36534795,2
34381588,1
31538738,2
36813851,0
17173743,0
17327389,0
39341571,1
18968660,0
12485148,2
32705146,1
9584565,1
39331369,3
16059073,1
31253866,2
24743446,2
2465675,3
4713589,2
19216046,1
13369009,0
37541248,3
36518512,3
29408529,3
23617898,2
40006924,2
39394936,1
34352419,1
22731782,1
19484161,3
18352815,1
4255854,3
4717238,2
38704586,2
33572928,1
35846053,1
38343972,0
39396222,3
3842927,1
15966537,0
23154821,1
23580176,2
3489451,1
34052977,1
8358781,2
5566160,1
9952655,1
5258402,2
35822563,3
11601629,1
7184454,2
23779995,3
18767257,2
10292057,2
9193773,2
15194061,1
33452601,1
13664861,0
29922373,1
28410763,1
35006204,0
11017984,0
10459673,1
36854690,3
20129259,2
21434728,0
18667053,1
39448604,1
9852226,1
34452680,3
18821795,1
10903748,0
25375057,1
32723802,0
16044668,3
26770121,2
