K,cluster,rank,distance_to_centroid,question_id,title,clean_text
7,0,1,1.8802183,919056,Case insensitive replace,case insensitive replace what's the easiest way to do a case-insensitive string replacement in python?
7,0,2,1.8823991,15675667,column matrix representation in python,"column matrix representation in python how can i represent a column matrix and row matrix in python? a =[1,2,3,4] and 1 2 3 4"
7,0,3,1.9153347,36139,How do I sort a list of strings in Python?,how do i sort a list of strings in python? what is the best way of creating an alphabetically sorted list in python?
7,0,4,1.9172746,13356680,Python Convert to date and compare,python convert to date and compare i have two strings like 1352789792.757637 and 1352789919.235815. how to convert them back to time and compare? thanks for help
7,0,5,2.0646367,5513615,Add 'decimal-mark' thousands separators to a number,add 'decimal-mark' thousands separators to a number how do i format 1000000 to 1.000.000 in python? where the '.' is the decimal-mark thousands separator.
7,0,6,2.0869496,22362736,Get string of certain length out of a list,"get string of certain length out of a list what i am after is like this: list1 = [""well"", ""455"", ""antifederalist"", ""mooooooo""] something that pulls ""455"" from the list because of the number of characters."
7,0,7,2.094108,6517793,Get key from dictionary,"get key from dictionary i just started with python, is there some iteration in dictionary like in php foreach(adata as key=>value)"
7,0,8,2.116106,4644025,Python how to sort this list?,"python how to sort this list? lst = [(1,(1,3,5)), (5,(2,3,4)),(3,(2,3,4))] i want to sort by the first value, descending order."
7,0,9,2.1435413,23975202,Python: Convince Decimal to not use the E notation,python: convince decimal to not use the e notation how can i get rid of this rewriting? in [38]: decimal('0.000000000000001') out[38]: decimal('1e-15')
7,0,10,2.172672,37693497,how to add specific elements of a tuple,"how to add specific elements of a tuple i have: ([(5,2),(7,2)],[(5,1),(7,3),(11,1)]) i need to add the second elements having the same first element. output:[(5,3),(7,5),(11,1)]"
7,1,1,1.4413673,35510666,"Python/Selenium click on <div class=""foo'>",python/selenium click on is it possible?
7,1,2,1.4658475,697594,How to integrate BIRT with Python,how to integrate birt with python has anyone ever tried that?
7,1,3,1.5398345,38008453,Flask not interacting with Ajax,flask not interacting with ajax this script
7,1,4,1.5994675,113007,Writing to the windows logs in Python,writing to the windows logs in python is it possible to write to the windows logs in python?
7,1,5,1.7203269,11475885,python .replace() regex,"python .replace() regex i am trying to do a grab everything after the """
7,1,6,1.7335422,15941956,Python installation on aix,python installation on aix is it possible to install python on aix server. i have installed it on linux and windows but not able to find the correct installables for aix
7,1,7,1.7922941,30677288,Threading [Python/Threading],threading [python/threading] [edit] question has been completed.
7,1,8,1.7930428,1554362,reading midi input,reading midi input is there a module to read midi input (live) with python?
7,1,9,1.7936369,1727429,Implement OpenID in Python,implement openid in python how should i implement openid in python using the openid api?
7,1,10,1.8145596,1111356,Is there anything like HTTP::Recorder for Python?,is there anything like http::recorder for python? i really like perl's http::recorder. is there something like it for python?
7,2,1,1.860294,13176533,How can I put a scrollbar in pygame?,"how can i put a scrollbar in pygame? i was wondering how can i put a scrollbar in a pygame window? please help, thanks"
7,2,2,2.035459,37976477,How to use RoboBrowser to click a button,"how to use robobrowser to click a button how can i click a button with robobrowser? this is the html code: esporta selezionare i valori e premere ""filtra"""
7,2,3,2.0911593,14284492,How to change text cursor color in Tkinter?,how to change text cursor color in tkinter? i have a text widget with dark background and i can't see the cursor's position. is there any way to change the (blinking) text cursor's color?
7,2,4,2.1069844,25299624,QGraphicsRectItem move QGraphicsScene,"qgraphicsrectitem move qgraphicsscene this code URL draw a rectangle on the scene. when i move it, it does not move the cursor, and jumping somewhere. what am i doing wrong?"
7,2,5,2.1588626,12364981,How to delete Tkinter widgets from a window?,how to delete tkinter widgets from a window? i have a list of tkinter widgets that i want to change dynamically. how can i go about completely deleting the widgets from my window?
7,2,6,2.1648905,34157247,How to show ampersand (&) symbol in python?,"how to show ampersand (&) symbol in python? if i do: self.a= wx.button(self, -1, ""hi&hello"") i get button named: hihello it ignores the & symbol. how can i fix it?"
7,2,7,2.1882463,11207368,Python Window-positioning?,python window-positioning? i tried to open a new window at the same position as another window. my code: window2.set_position(window1.get_position()) but it doesn't work.
7,2,8,2.2044625,17046073,keyPressEvent on QDialog using IPython,"keypressevent on qdialog using ipython when escape key was pressed, qdialog will hide automatically. how to use keypressevent for qdialog using ipython?"
7,2,9,2.2168553,24077760,How to create graphic slider in Python that can be modified with mouse?,how to create graphic slider in python that can be modified with mouse? how can i create a graphic slider similar to a progress bar in pyqt that can be modified from 0 to 100 with mouse?
7,2,10,2.2435148,34935100,Can I use sys.exit() to stop a Tkinter program,can i use sys.exit() to stop a tkinter program is there a problem with using sys.exit() to stop a tkinter program? i know normally people use root.destroy() why is that?
7,3,1,2.144346,1983332,"i can't found '_weakref.py',where is '_weakref.py'","i can't found '_weakref.py',where is '_weakref.py' from _weakref import ( getweakrefcount, getweakrefs, ref, proxy, callableproxytype, proxytype, referencetype)"
7,3,2,2.2068615,20254401,"Ubuntu installed fos but when import it, no shader","ubuntu installed fos but when import it, no shader i installed fos using github version, however when i tried to import fos, i got error said that no module named shader.lib, do i need to install a different version of it?"
7,3,3,2.2162986,39303157,How to install flaskext.mysql with yum/centos?,"how to install flaskext.mysql with yum/centos? while running a program, i get the error importerror: no module named flaskext.mysql. how can i fix this with yum?"
7,3,4,2.2310588,122327,How do I find the location of my Python site-packages directory?,how do i find the location of my python site-packages directory? how do i find the location of my site-packages directory?
7,3,5,2.343891,3498263,Python: openssl segmentation fault,python: openssl segmentation fault i followed the instrunction on this site URL to install openssl. when i go to test i get this as the output: test_rude_shutdown ... test_basic ... segmentation fault how would i resolve this?
7,3,6,2.3661523,3730616,Error Importing Graphics Python,"error importing graphics python i'm typing at the console from graphics import * and i get this error traceback (most recent call last): file """", line 1, in from graphics import * importerror: no module named graphics"
7,3,7,2.4016316,15511400,Why does -103/100 == -2 but 103/100 == 1 in Python?,why does -103/100 == -2 but 103/100 == 1 in python? why does -103/100 == -2 but 103/100 == 1 in python? i can't seem to understand why.
7,3,8,2.432026,27599654,"what is the meaning of this python code: <L in struct.pack(""<L"",self.src)","what is the meaning of this python code: my problem is to understand the meaning of: in this python code: self.src_address = socket.inet_ntoa(struct.pack("""
7,3,9,2.4359865,9162999,python 2.6 import error when invoking python file,"python 2.6 import error when invoking python file i have the following error when i run a python file: traceback (most recent call last): file ""mysimulation.py"", line 14, in from random import * file ""/usr/local/lib/python2.6/random.py"", line 48, in from binascii import hexlify as _hexlify importerror: no such file or directory have you a solution?"
7,3,10,2.4415996,39598606,Pip Proxy error when installing packages,pip proxy error when installing packages i am using the anaconda3 distribution of python that comes with most packages. i tried to install the teradata module using: pip install --proxy URL teradata but im getting a 407 proxy connection error. how can i overcome this?
7,4,1,1.5464617,4413912,Why is print not a function in python?,why is print not a function in python? why is print a keyword in python and not a function?
7,4,2,1.7223065,5559349,python regular expression,python regular expression whats the regular expression in python for any string without the char '/'. thanks
7,4,3,1.965798,15606138,Remove punctuation from a list of list of strings in python,"remove punctuation from a list of list of strings in python lets say i have a [[""hello, world!""],[""hello!!, world!!""]] i want it to produce [[""hello"",""world""],[""hello"",""world""]]"
7,4,4,2.0131307,1959744,Python list problem,"python list problem python: m=[[0]*3]*2 for i in range(3): m[0][i]=1 print m i expect that this code should print [[1, 1, 1], [0, 0, 0]] but it prints [[1, 1, 1], [1, 1, 1]]"
7,4,5,2.024075,31644677,how to take input in python when no of input are not defined,"how to take input in python when no of input are not defined this is an c++ code , how can i implement this in python ? while(scanf(""%lld"",&n)!=eof) { cout<"
7,4,6,2.0795481,4232433,"How to create a List given a variable ""x"" in Python?","how to create a list given a variable ""x"" in python? python: i have a variable say x. i need to create a list of name ""x"""
7,4,7,2.0883017,7816363,if A vs if A is not None:,if a vs if a is not none: can i use: if a: instead of if a is not none: the latter seems so verbose. is there a difference?
7,4,8,2.0887558,39644202,Assigning empty list,"assigning empty list i don't really know how i stumbled upon this, and i don't know what to think about it, but apparently [] = [] is a legal operation in python, so is [] = '', but '' = [] is not allowed. it doesn't seem to have any effect though, but i'm wondering: what the hell ?"
7,4,9,2.089353,9289427,About slices in Python,about slices in python is there any difference between mylist[:] and mylist[::]? what's the rationale for mylist[::0] to raise an error since negative steps are allowed?
7,4,10,2.0905232,20843549,Function string.lstrip() returns blank string in python,function string.lstrip() returns blank string in python in the python interpreter: 'pradeep'.lstrip('prade') gives an output of ''. i was expecting this to return 'ep'. why is that assumption wrong ?
7,5,1,1.946184,22507707,Finding largest eigenvalue in sparse matrix,finding largest eigenvalue in sparse matrix i'm using numpy and scipy. i have a large sparse matrix and i want to find the largest eigenvalue of the sparse matrix. how can i do that?
7,5,2,2.0312402,19738465,"Python satellite tracking with Orbitron, pyephem- positions not matching","python satellite tracking with orbitron, pyephem- positions not matching in reading tle and calculating the orbit of satellites, does pyephem regard the earth as the sphere or as the ellipse ?"
7,5,3,2.1169095,18902102,What is the equivalent of matlab's smooth3 function in python?,what is the equivalent of matlab's smooth3 function in python? i couldn't find an equivalent of matlab's smooth3 in python. how do you perform 3d smoothing in python?
7,5,4,2.1230657,37532410,How to visualize a SVM using Matplotlib in python?,how to visualize a svm using matplotlib in python? is there any way to visualize svm model in opencv using matplotlib in python like this one URL .
7,5,5,2.1266174,15341762,How to determine size (in bytes) of a PyTables array?,how to determine size (in bytes) of a pytables array? how can i determine the size (in bytes) of a pytables array?
7,5,6,2.1367779,1602122,Casting vs. coercion in Python,"casting vs. coercion in python in the python documentation and on mailing lists i see that values are sometimes ""cast"", and sometimes ""coerced"". what is the difference?"
