K,cluster,rank,distance_to_centroid,question_id,title,clean_text
8,0,1,1.9643162,22507707,Finding largest eigenvalue in sparse matrix,finding largest eigenvalue in sparse matrix i'm using numpy and scipy. i have a large sparse matrix and i want to find the largest eigenvalue of the sparse matrix. how can i do that?
8,0,2,2.028309,19738465,"Python satellite tracking with Orbitron, pyephem- positions not matching","python satellite tracking with orbitron, pyephem- positions not matching in reading tle and calculating the orbit of satellites, does pyephem regard the earth as the sphere or as the ellipse ?"
8,0,3,2.0805182,37532410,How to visualize a SVM using Matplotlib in python?,how to visualize a svm using matplotlib in python? is there any way to visualize svm model in opencv using matplotlib in python like this one URL .
8,0,4,2.1204748,18902102,What is the equivalent of matlab's smooth3 function in python?,what is the equivalent of matlab's smooth3 function in python? i couldn't find an equivalent of matlab's smooth3 in python. how do you perform 3d smoothing in python?
8,0,5,2.1268191,32448939,How to set fontSize for xticks in boxplot using Python pylab module?,how to set fontsize for xticks in boxplot using python pylab module? i would like to change the fontsize of the labels for y axis using pylab. how could i do?
8,0,6,2.1276517,6019473,Save matplotlib plot in grayscale,save matplotlib plot in grayscale i have some color plots that i need to be saved in grayscale. is there an easy way to do this without changing the plotting formats?
8,0,7,2.128975,3520672,Can scipy calculate (double) integrals with complex-valued integrands (real and imaginary parts in integrand)?,can scipy calculate (double) integrals with complex-valued integrands (real and imaginary parts in integrand)? (couldn't upload the picture showing the integral as i'm a new user.)
8,0,8,2.1296709,33525279,Pyqtgraph: How do I plot an ellipse or a circle,pyqtgraph: how do i plot an ellipse or a circle i would like plot circles or ellipses in pyqtgraph gl.glviewwidget(). however i did not find a function to do that. anyone know the way to do that?
8,0,9,2.1436715,15341762,How to determine size (in bytes) of a PyTables array?,how to determine size (in bytes) of a pytables array? how can i determine the size (in bytes) of a pytables array?
8,0,10,2.1564047,33879523,python - how can I generate a WAV file with beeps?,python - how can i generate a wav file with beeps? is there a way in python to generate a continuous series of beeps in increasing amplitude and export it into a wav file?
8,1,1,1.4891373,35510666,"Python/Selenium click on <div class=""foo'>",python/selenium click on is it possible?
8,1,2,1.4938484,697594,How to integrate BIRT with Python,how to integrate birt with python has anyone ever tried that?
8,1,3,1.5774611,38008453,Flask not interacting with Ajax,flask not interacting with ajax this script
8,1,4,1.6272482,113007,Writing to the windows logs in Python,writing to the windows logs in python is it possible to write to the windows logs in python?
8,1,5,1.7342865,15941956,Python installation on aix,python installation on aix is it possible to install python on aix server. i have installed it on linux and windows but not able to find the correct installables for aix
8,1,6,1.7858409,30677288,Threading [Python/Threading],threading [python/threading] [edit] question has been completed.
8,1,7,1.7964934,1727429,Implement OpenID in Python,implement openid in python how should i implement openid in python using the openid api?
8,1,8,1.8178152,1189253,How do I resolve an SRV record in Python?,how do i resolve an srv record in python? something which doesn't rely on native libraries would be better.
8,1,9,1.8256117,295670,What is a partial class?,what is a partial class? what is and how can it be used in c#. can you use the same concept in python/perl?
8,1,10,1.8285027,1111356,Is there anything like HTTP::Recorder for Python?,is there anything like http::recorder for python? i really like perl's http::recorder. is there something like it for python?
8,2,1,1.8621802,13176533,How can I put a scrollbar in pygame?,"how can i put a scrollbar in pygame? i was wondering how can i put a scrollbar in a pygame window? please help, thanks"
8,2,2,2.0953846,14284492,How to change text cursor color in Tkinter?,how to change text cursor color in tkinter? i have a text widget with dark background and i can't see the cursor's position. is there any way to change the (blinking) text cursor's color?
8,2,3,2.1221118,25299624,QGraphicsRectItem move QGraphicsScene,"qgraphicsrectitem move qgraphicsscene this code URL draw a rectangle on the scene. when i move it, it does not move the cursor, and jumping somewhere. what am i doing wrong?"
8,2,4,2.1530664,12364981,How to delete Tkinter widgets from a window?,how to delete tkinter widgets from a window? i have a list of tkinter widgets that i want to change dynamically. how can i go about completely deleting the widgets from my window?
8,2,5,2.1637156,34157247,How to show ampersand (&) symbol in python?,"how to show ampersand (&) symbol in python? if i do: self.a= wx.button(self, -1, ""hi&hello"") i get button named: hihello it ignores the & symbol. how can i fix it?"
8,2,6,2.1990047,11207368,Python Window-positioning?,python window-positioning? i tried to open a new window at the same position as another window. my code: window2.set_position(window1.get_position()) but it doesn't work.
8,2,7,2.206268,17046073,keyPressEvent on QDialog using IPython,"keypressevent on qdialog using ipython when escape key was pressed, qdialog will hide automatically. how to use keypressevent for qdialog using ipython?"
8,2,8,2.2072854,3548937,Wxwidgets and Pyqt,wxwidgets and pyqt is there a similar function pyondemandoutputwindow in pyqt? this function redirect the console output to a separate window. sorry for my english.
8,2,9,2.2279673,24077760,How to create graphic slider in Python that can be modified with mouse?,how to create graphic slider in python that can be modified with mouse? how can i create a graphic slider similar to a progress bar in pyqt that can be modified from 0 to 100 with mouse?
8,2,10,2.2411065,34935100,Can I use sys.exit() to stop a Tkinter program,can i use sys.exit() to stop a tkinter program is there a problem with using sys.exit() to stop a tkinter program? i know normally people use root.destroy() why is that?
8,3,1,1.8314095,15675667,column matrix representation in python,"column matrix representation in python how can i represent a column matrix and row matrix in python? a =[1,2,3,4] and 1 2 3 4"
8,3,2,1.9814886,13356680,Python Convert to date and compare,python convert to date and compare i have two strings like 1352789792.757637 and 1352789919.235815. how to convert them back to time and compare? thanks for help
8,3,3,2.068167,4644025,Python how to sort this list?,"python how to sort this list? lst = [(1,(1,3,5)), (5,(2,3,4)),(3,(2,3,4))] i want to sort by the first value, descending order."
8,3,4,2.1061227,5513615,Add 'decimal-mark' thousands separators to a number,add 'decimal-mark' thousands separators to a number how do i format 1000000 to 1.000.000 in python? where the '.' is the decimal-mark thousands separator.
8,3,5,2.1557672,31973169,Summarizing DataFrame using partitioned columnwise means,"summarizing dataframe using partitioned columnwise means i want to take a dataframe that's a million lines long, and summarize it so i take the columnwise mean of every block of 20 rows. is there an easy way to do this?"
8,3,6,2.1561825,37693497,how to add specific elements of a tuple,"how to add specific elements of a tuple i have: ([(5,2),(7,2)],[(5,1),(7,3),(11,1)]) i need to add the second elements having the same first element. output:[(5,3),(7,5),(11,1)]"
8,3,7,2.1609902,23975202,Python: Convince Decimal to not use the E notation,python: convince decimal to not use the e notation how can i get rid of this rewriting? in [38]: decimal('0.000000000000001') out[38]: decimal('1e-15')
8,3,8,2.240909,34539959,How to round dates to week starts in Pandas,how to round dates to week starts in pandas i'm having a dataframe with a date column. how can i map each date d to the start day of the week containing d?
8,3,9,2.2417088,3996904,Generate random integers between 0 and 9,generate random integers between 0 and 9 how can i generate random integer numbers between 0 and 9 (inclusive) in python? i.e. 0 1 2 3 4 5 6 7 8 9
8,3,10,2.2544487,15801883,How to tell the order of two datetime objects in python?,"how to tell the order of two datetime objects in python? how can i tell which of two datetime objects come first, chronologically, in python?"
8,4,1,2.1756837,20254401,"Ubuntu installed fos but when import it, no shader","ubuntu installed fos but when import it, no shader i installed fos using github version, however when i tried to import fos, i got error said that no module named shader.lib, do i need to install a different version of it?"
8,4,2,2.1772444,39303157,How to install flaskext.mysql with yum/centos?,"how to install flaskext.mysql with yum/centos? while running a program, i get the error importerror: no module named flaskext.mysql. how can i fix this with yum?"
8,4,3,2.2003117,122327,How do I find the location of my Python site-packages directory?,how do i find the location of my python site-packages directory? how do i find the location of my site-packages directory?
8,4,4,2.201976,1983332,"i can't found '_weakref.py',where is '_weakref.py'","i can't found '_weakref.py',where is '_weakref.py' from _weakref import ( getweakrefcount, getweakrefs, ref, proxy, callableproxytype, proxytype, referencetype)"
8,4,5,2.340072,3730616,Error Importing Graphics Python,"error importing graphics python i'm typing at the console from graphics import * and i get this error traceback (most recent call last): file """", line 1, in from graphics import * importerror: no module named graphics"
8,4,6,2.3452802,3498263,Python: openssl segmentation fault,python: openssl segmentation fault i followed the instrunction on this site URL to install openssl. when i go to test i get this as the output: test_rude_shutdown ... test_basic ... segmentation fault how would i resolve this?
8,4,7,2.4137135,18840949,Installing PyX package on Mac for python 2.7,"installing pyx package on mac for python 2.7 is there a simple instruction for installing pyx package on the mac osx (10.6.8) for python( 2.7)? python setup.py install worked fine (copied the library), however adding ""import pyx"" fails."
8,4,8,2.4166362,15511400,Why does -103/100 == -2 but 103/100 == 1 in Python?,why does -103/100 == -2 but 103/100 == 1 in python? why does -103/100 == -2 but 103/100 == 1 in python? i can't seem to understand why.
8,4,9,2.428549,39598606,Pip Proxy error when installing packages,pip proxy error when installing packages i am using the anaconda3 distribution of python that comes with most packages. i tried to install the teradata module using: pip install --proxy URL teradata but im getting a 407 proxy connection error. how can i overcome this?
8,4,10,2.4285908,9162999,python 2.6 import error when invoking python file,"python 2.6 import error when invoking python file i have the following error when i run a python file: traceback (most recent call last): file ""mysimulation.py"", line 14, in from random import * file ""/usr/local/lib/python2.6/random.py"", line 48, in from binascii import hexlify as _hexlify importerror: no such file or directory have you a solution?"
8,5,1,1.7059177,2445823,"In Django, what is a one-to-one relationship?","in django, what is a one-to-one relationship? i've always been using foreignkeys."
8,5,2,2.0893512,15147189,Class attr and methods,"class attr and methods with class attributes and methods, to reference them within the class, should we use classname. or self."
8,5,3,2.121115,17261551,"How can I use SQLAlchemy to do ""mysql explain""","how can i use sqlalchemy to do ""mysql explain"" i have a sql like: dbsession().query(model).filter(***) and i want to explain this sql using sqlalchemy."
8,5,4,2.133071,6000205,How to get an app name using python in django,"how to get an app name using python in django if you are in the view and want to retrieve the app name using python ( the app name will be used for further logic ), how would you do it ?"
8,5,5,2.1514003,39660927,What method is equivalent to_internal_value in DRF 2?,what method is equivalent to_internal_value in drf 2? i can not find this in the documentation. i remember that i used such a method in drf 2 but can not recall the name.
8,5,6,2.1627915,3175925,best python lib to make the textarea safe in the web page when user submit,best python lib to make the textarea safe in the web page when user submit i want to clean some tag like :
8,5,7,2.1736403,4170031,"How do you do a ""hidden"" field in Django's forms.Form models?","how do you do a ""hidden"" field in django's forms.form models? lat = forms.floatfield() how do you make this hidden?"
8,5,8,2.174377,29250011,How can I set session never expire in django,how can i set session never expire in django i am using django-python. is there any way to set session never expire?
8,5,9,2.17539,35692719,How to get the length of a cursor from mongodb using python?,how to get the length of a cursor from mongodb using python? i'm looking for a feasible way to get the length of cursor got from mongodb.
8,5,10,2.2463872,20304453,"How to use an ""or"" inside a filter","how to use an ""or"" inside a filter i want to make a search, but i need to bring the registers that have status canceled or modified. i thought that this would work but it didn't citasotras = citas_agendarcita.objects.filter(cita_agendar_status=""modificada"" or """",citas_tipodepaciente=""mediexcel"")"
8,6,1,1.5812601,4413912,Why is print not a function in python?,why is print not a function in python? why is print a keyword in python and not a function?
8,6,2,1.7785908,5559349,python regular expression,python regular expression whats the regular expression in python for any string without the char '/'. thanks
8,6,3,1.9421531,36139,How do I sort a list of strings in Python?,how do i sort a list of strings in python? what is the best way of creating an alphabetically sorted list in python?
8,6,4,1.9958239,1959744,Python list problem,"python list problem python: m=[[0]*3]*2 for i in range(3): m[0][i]=1 print m i expect that this code should print [[1, 1, 1], [0, 0, 0]] but it prints [[1, 1, 1], [1, 1, 1]]"
8,6,5,2.0045764,15606138,Remove punctuation from a list of list of strings in python,"remove punctuation from a list of list of strings in python lets say i have a [[""hello, world!""],[""hello!!, world!!""]] i want it to produce [[""hello"",""world""],[""hello"",""world""]]"
8,6,6,2.0381625,31644677,how to take input in python when no of input are not defined,"how to take input in python when no of input are not defined this is an c++ code , how can i implement this in python ? while(scanf(""%lld"",&n)!=eof) { cout<"
8,6,7,2.060549,4232433,"How to create a List given a variable ""x"" in Python?","how to create a list given a variable ""x"" in python? python: i have a variable say x. i need to create a list of name ""x"""
8,6,8,2.0818744,9289427,About slices in Python,about slices in python is there any difference between mylist[:] and mylist[::]? what's the rationale for mylist[::0] to raise an error since negative steps are allowed?
8,6,9,2.086189,7816363,if A vs if A is not None:,if a vs if a is not none: can i use: if a: instead of if a is not none: the latter seems so verbose. is there a difference?
8,6,10,2.098035,39644202,Assigning empty list,"assigning empty list i don't really know how i stumbled upon this, and i don't know what to think about it, but apparently [] = [] is a legal operation in python, so is [] = '', but '' = [] is not allowed. it doesn't seem to have any effect though, but i'm wondering: what the hell ?"
8,7,1,1.4329274,11475885,python .replace() regex,"python .replace() regex i am trying to do a grab everything after the """
8,7,2,1.9274452,919056,Case insensitive replace,case insensitive replace what's the easiest way to do a case-insensitive string replacement in python?
8,7,3,1.9537889,18232150,All expressions from one page,"all expressions from one page i have this code to retrieve information from a page: def between_strings(source, start='"
8,7,4,2.001359,35817605,Web scraping through cloudflare sites,web scraping through cloudflare sites is it possible to scrape websites through cloudflare protection? how can i bypass cloudflare using beautifulsoup?
8,7,5,2.0208254,37976477,How to use RoboBrowser to click a button,"how to use robobrowser to click a button how can i click a button with robobrowser? this is the html code: esporta selezionare i valori e premere ""filtra"""
8,7,6,2.0327044,3542881,"Python, opposite function urllib.urlencode","python, opposite function urllib.urlencode how can i convert data after processing urllib.urlencode to dict? urllib.urldecode does not exist."
8,7,7,2.0546896,4419532,What's the fastest way to strip certain html tags in a Python string?,what's the fastest way to strip certain html tags in a python string? i'd like to strip all html / javascript except for: thanks.
8,7,8,2.080631,22362736,Get string of certain length out of a list,"get string of certain length out of a list what i am after is like this: list1 = [""well"", ""455"", ""antifederalist"", ""mooooooo""] something that pulls ""455"" from the list because of the number of characters."
